age,総量,動物性食品,植物性食品,穀類,米・加工品,米,米加工品,小麦・加工品,小麦粉類,パン類（菓子パンを除く）,菓子パン類,うどん、中華めん類,即席中華めん,パスタ類,その他の小麦加工品,その他の穀類・加工品,そば・加工品,とうもろこし・加工品,その他の穀類,いも類,いも・加工品,さつまいも・加工品,じゃがいも・加工品,その他のいも・加工品,でんぷん・加工品,砂糖・甘味料類,豆類,大豆・加工品,大豆（全粒）・加工品,豆腐,油揚げ類,納豆,その他の大豆加工品,その他の豆・加工品,種実類,野菜類,緑黄色野菜,トマト,にんじん,ほうれん草,ピーマン,その他の緑黄色野菜,その他の野菜,キャベツ,きゅうり,大根,たまねぎ,はくさい,その他の淡色野菜,野菜ジュース,漬け物,葉類漬け物,たくあん・その他の漬け物,果実類,生果,いちご,柑橘類,バナナ,りんご,その他の生果,ジャム,果汁・果汁飲料,きのこ類,藻類,魚介類,生魚介類,あじ、いわし類,さけ、ます,たい、かれい類,まぐろ、かじき類,その他の生魚,貝類,いか、たこ類,えび、かに類,魚介加工品,魚介（塩蔵、生干し、乾物）,魚介（缶詰）,魚介（佃煮）,魚介（練り製品）,魚肉ハム、ソ－セ－ジ,肉類,畜肉,牛肉,豚肉,ハム、ソ－セ－ジ類,その他の畜肉,鳥肉,鶏肉,その他の鳥肉,肉類（内臓）,その他の肉類,鯨肉,その他の肉・加工品,卵類,乳類,牛乳・乳製品,牛乳,チ－ズ,発酵乳・乳酸菌飲料,その他の乳製品,その他の乳類,油脂類,バタ－,マ－ガリン,植物性油脂,動物性油脂,その他の油脂,菓子類,和菓子類,ケーキ・ペストリー類,ビスケット類,キャンディー類,その他の菓子類,嗜好飲料類,アルコール飲料,日本酒,ビ－ル,洋酒・その他,その他の嗜好飲料,茶,コーヒー・ココア,その他の嗜好飲料,調味料・香辛料類,調味料,ソース,しょうゆ,塩,マヨネ－ズ,味噌,その他の調味料,香辛料・その他,year,gender
（再掲）20歳以上,2123.43175,298.378169,1825.05358,366.163702,260.684089,257.07015,3.613939,96.595215,3.254262,36.779952,3.390966,36.468463,3.215756,9.11931,4.366506,8.884397,5.201837,1.17503,2.50753,50.419722,48.668746,7.666897,22.768598,18.233251,1.750975,6.915846,61.830398,60.005271,1.883575,32.867404,7.604322,8.981663,8.668307,1.825128,2.457863,288.670504,101.624055,22.802851,18.861593,13.653371,4.833944,41.472296,165.287595,25.527689,10.786435,33.470765,29.687616,18.249041,47.566049,12.29913,9.459724,2.866957,6.592767,122.466567,112.878752,0.107173,26.485654,17.017737,24.038836,45.229352,1.446369,8.141447,16.417797,9.994643,67.829783,40.845148,9.078265,5.507051,5.036226,3.983493,7.482198,2.539212,3.811382,3.40732,26.984635,15.159755,2.379712,0.19973,8.623169,0.622269,75.767774,53.964526,11.216777,32.060414,10.397869,0.289466,20.945805,20.862372,0.083433,0.816387,0.041056,0.041056,0,33.008583,120.568067,120.568067,69.787575,3.319208,42.19931,5.261975,0,9.858553,1.040036,1.163745,7.462635,0.163926,0.028211,28.542137,12.269298,7.872359,1.926741,0.241837,6.231903,784.262455,51.64961,4.528721,31.233764,15.887125,732.612845,328.288205,157.733583,246.591056,78.257353,77.893727,1.498139,11.488055,1.142347,2.993187,10.22419,50.547809,0.363625,2015,Female
（再掲）75歳以上,2115.51525,294.382641,1821.1326,353.805138,272.760867,268.201987,4.55888,73.852689,2.054882,28.564983,3.478956,30.047475,3.168855,3.17771,3.359827,7.191582,2.505051,0.526936,4.159595,55.260609,54.093379,8.163468,22.874498,23.055412,1.167231,7.640909,62.699621,59.559655,3.469891,32.60963,8.132492,8.933838,6.413805,3.139966,2.266456,289.074689,108.377132,25.591751,18.976866,15.461208,5.201178,43.146129,158.680216,25.306456,9.215657,38.416439,27.213704,11.811549,46.716412,8.826936,13.190404,3.943098,9.247306,160.312795,152.578283,0.054882,36.110101,21.969529,32.26229,62.181481,2.012626,5.721886,16.159542,12.483552,78.784594,46.341833,12.331432,5.365786,6.060614,5.115152,8.400131,2.456684,3.72397,2.888064,32.442761,18.04798,2.089562,0.356061,11.499495,0.449663,53.622121,40.316835,6.991246,25.764478,7.188215,0.372896,12.955286,12.647205,0.308081,0.333165,0.016835,0.016835,0,32.205219,129.12037,129.12037,73.696296,2.71633,48.543098,4.164646,0,7.279798,0.537374,0.687037,5.940404,0.112963,0.00202,25.061953,14.732997,5.69697,1.499832,0.173401,2.958754,757.221549,24.254714,4.519024,14.157239,5.578451,732.966835,412.878956,88.97963,231.108249,72.51633,72.187205,1.122391,12.701684,0.958418,1.953704,12.015488,43.435522,0.329125,2015,Female
1～6歳,1105.99694,273.045873,832.951066,246.342381,181.179878,178.926341,2.253537,62.640165,4.970732,27.189634,1.531707,17.685427,0.042683,8.373537,2.846445,2.522338,0,2.054268,0.46807,27.535335,25.086585,6.020732,14.32439,4.741463,2.44875,3.135976,37.868232,37.253293,0.434085,21.466159,2.32378,5.345732,7.683537,0.614939,1.246744,146.552653,45.602058,9.628049,14.539482,3.330329,1.946341,16.157857,89.296327,15.750488,6.719512,12.939329,21.442073,10.97622,21.468705,11.060366,0.593902,0,0.593902,99.114024,78.667073,1.039024,29.893902,12.442683,14.456098,20.835366,0.839634,19.607317,7.273221,4.744695,23.264166,13.406805,4.542073,1.852073,1.894512,0.055488,2.703049,0.869512,0.781561,0.708537,9.857361,3.647605,1.418902,0,4.239634,0.55122,57.579268,37.468902,5.839024,21.609146,9.37439,0.646341,19.948171,19.948171,0,0.162195,0,0,0,20.148171,171.346341,166.67561,110.729268,3.605488,32.717683,19.623171,4.670732,6.478659,0.635976,0.382927,5.387805,0.071951,0,32.79939,8.096341,8.230488,3.385366,1.153049,11.934146,177.419512,1.159146,1.139024,0,0.020122,176.260366,50.77439,2.496951,122.989024,43.148171,43.070732,1.039634,4.703049,0.634756,2.34878,5.482927,28.861585,0.077439,2014,Female
7～14歳,1703.16117,457.539929,1245.62124,395.37705,291.578467,287.135467,4.443,99.621684,6.469333,39.843333,4.1,23.452933,1.113333,18.672333,5.970417,4.1769,0.5,1.212023,2.464877,59.087653,55.766687,9.216,31.634387,14.9163,3.320967,5.519333,43.726708,42.673633,2.301367,28.5126,5.612667,3.760333,2.486667,1.053074,1.702837,243.453923,71.678897,12.895,23.721272,8.208573,2.534667,24.319385,160.164359,27.039484,8.665,21.5423,40.571227,19.667333,42.679015,8.858,2.752667,0.829333,1.923333,91.197667,67.432333,0.125,22.949,6.154667,19.149667,19.054,1.282333,22.483,13.6118,8.4616,48.290595,25.742261,6.362333,4.24314,1.777667,1.964667,4.011,1.85002,2.896101,2.637333,22.548333,8.763667,3.627667,0.077667,9.608,0.471333,97.189001,65.105333,11.229667,38.113,15.429333,0.333333,31.988334,31.988334,0,0.095333,0,0,0,31.767,279.254,279.254,236.368667,3.192333,28.817,10.876,0,9.46,0.922333,0.876333,7.511667,0.117,0.032667,36.249333,8.336333,8.65,3.261333,0.73,15.271667,276.626,2.551,2.115667,0,0.435333,274.075,86.233333,6.226667,181.615,62.186667,61.990333,1.513,10.137667,1.252667,2.560333,9.241667,37.285,0.196333,2014,Female
15～19歳,1666.15643,318.545334,1347.6111,406.171379,322.723791,320.290824,2.432967,80.154497,5.102747,25.912088,8.56044,19.704945,2.137363,13.440769,5.296145,3.293091,0,1.519231,1.77386,57.161676,54.900549,9.996154,28.608242,16.296154,2.261126,6.467033,46.922088,46.133626,0.724176,25.47044,8.151648,5.360989,6.426374,0.788462,1.504945,225.586892,74.684049,16.529121,19.038502,8.881847,2.336813,27.897765,141.939656,23.212446,6.986813,21.41489,30.902044,15.910473,43.51299,5.615385,3.347802,1.51978,1.828022,83.710989,55.476923,0.098901,19.326923,5.386264,12.686813,17.978022,0.758242,27.475824,12.879451,7.158297,51.255774,30.053752,6.203297,4.685396,3.364835,1.463187,5.557143,1.285165,3.919455,3.575275,21.202022,8.004769,1.56978,0.143407,11.484066,0,97.095604,61.76978,12.675275,32.316484,16.778022,0,34.152747,34.152747,0,1.173077,0,0,0,44.197802,124.437912,124.437912,77.061538,2.936813,31.792308,12.647253,0,11.788462,1.352747,0.759341,9.470879,0.205495,0,35.817033,8.194505,9.864286,2.084615,0.274725,15.398901,390.455495,2.443956,2.169231,0,0.274725,388.011538,185.623626,29.9,172.487912,63.545604,63.31978,2.181868,8.813736,1.44011,2.965934,7.93022,39.987912,0.225824,2014,Female
20～29歳,1673.12232,282.406503,1390.71582,369.138663,264.30875,260.632279,3.676471,98.450916,4.683824,28.819853,3.891544,35.405735,4.5625,17.490809,3.596651,6.378997,2.902206,1.879412,1.59738,42.318022,40.188941,4.383088,22.466147,13.339706,2.129081,6.786397,52.816176,51.583456,1.266176,24.937132,6.173162,5.738603,13.468382,1.232721,1.741329,238.926401,74.535677,13.065074,17.827313,10.210899,3.991544,29.440847,147.189622,24.701368,6.133824,25.712625,25.941806,23.669412,41.030588,11.661765,5.539338,3.3375,2.201838,75.652941,57.236397,0.097426,12.073897,9.813971,18.332353,16.91875,0.759191,17.657353,12.946991,5.691471,53.051724,34.159595,7.592279,3.751875,3.186029,3.325735,5.464706,3.885294,2.682772,4.270904,18.892129,9.59507,1.705882,0.022059,7.129412,0.439706,96.595588,65.523162,13.134559,35.436397,16.952206,0,30.247059,30.247059,0,0.825368,0,0,0,36.852941,94.473529,94.473529,56.977574,3.725368,22.675368,11.095221,0,11.108088,1.283824,1.159559,8.501103,0.148897,0.014706,30.588603,6.478676,10.819853,3.706618,0.583824,8.999632,468.039706,13.154044,3.558088,6.316176,3.279779,454.885662,263.333088,69.982353,121.570221,76.39375,76.101838,1.505147,11.288603,1.2375,4.00625,8.621691,49.442647,0.291912,2014,Female
30～39歳,1715.59203,263.020989,1452.57104,380.664332,264.591306,262.705321,1.885986,109.212757,4.003325,37.555344,3.919952,34.058456,3.597387,19.374679,6.703612,6.860269,2.32304,1.412352,3.124877,45.32039,43.468252,7.079572,24.141173,12.247506,1.852138,5.33658,51.718955,50.95734,0.768836,26.409406,5.315439,7.288599,11.175059,0.761615,1.28214,240.846594,74.687119,16.205226,17.624478,9.769167,3.557245,27.531004,151.480852,23.510689,7.811164,24.300135,30.295287,25.124314,40.439263,8.935867,5.742755,1.715677,4.027078,65.333492,54.847031,0.127791,14.563183,6.589786,11.956295,21.609976,0.705938,9.780523,16.234733,7.562565,49.312438,29.517766,7.571183,3.05224,3.406176,2.428266,4.046603,1.577197,3.769202,3.666899,19.794672,8.949304,2.109976,0.023753,8.270071,0.441568,89.291686,58.794537,13.396437,32.570546,12.737292,0.090261,30.064371,30.064371,0,0.432779,0,0,0,29.095249,93.65867,93.65867,56.094299,3.825178,27.49905,6.240143,0,11.22209,1.345131,1.295249,8.263895,0.317815,0,29.117577,7.989786,9.766033,2.519477,0.166271,8.67601,526.861283,69.807363,3.112114,45.766033,20.929216,457.053919,195.467458,123.825416,137.761045,72.733254,72.498337,1.448219,10.069596,1.194774,3.371971,8.55677,47.857007,0.234917,2014,Female
40～49歳,1766.45703,264.703326,1501.75371,370.487567,259.227172,256.280091,2.94708,105.121619,4.921715,35.564599,3.861314,32.877007,5.006387,17.35354,5.537057,6.138777,3.887628,1.224088,1.027061,45.969681,43.006122,5.092701,22.756526,15.156896,2.963558,5.573175,52.362518,51.038978,1.160401,29.57438,5.865146,5.887774,8.551277,1.32354,1.70146,259.838516,78.079392,18.25146,17.028012,11.488877,3.331569,27.979474,165.681569,28.156141,8.180292,29.61651,30.235405,22.203975,47.289247,10.444526,5.633029,1.944708,3.688321,68.080474,57.678832,0.036496,13.762409,7.780839,14.650365,21.448723,1.12792,9.273723,15.726501,7.569471,48.613156,28.484247,5.119909,3.758099,3.170438,2.733577,4.967518,2.898551,2.207323,3.628832,20.128908,9.168324,2.049818,0.106204,8.112409,0.692153,88.532688,61.573029,11.284307,36.179234,14.109489,0,26.233747,26.160754,0.072993,0.725912,0,0,0,32.396715,93.90292,93.90292,56.370073,3.019161,28.864781,5.648905,0,10.855109,1.105109,1.519891,8.077372,0.152737,0,26.759124,8.957299,9.616788,1.885949,0.093978,6.205109,564.628467,85.021168,4.770073,58.875182,21.375912,479.607299,192.291788,188.539781,98.77573,73.459489,73.123723,1.641241,10.27208,1.261496,3.794343,8.956569,47.197993,0.335766,2014,Female
50～59歳,1991.10857,285.986167,1705.1224,358.785263,255.748004,252.02078,3.727223,95.694144,4.042468,35.372232,3.752269,34.492886,4.172414,9.855862,4.006014,7.343115,5.088022,1.120508,1.134585,48.721537,45.906927,5.553721,23.198828,17.154379,2.81461,6.686025,62.224728,61.026334,1.26686,32.59686,9.379673,7.011252,10.771688,1.198394,2.583619,291.957931,92.983209,20.814156,19.892929,12.507899,3.709982,36.058243,175.415557,28.196136,10.028494,32.888199,27.104385,27.522613,49.675729,14.510708,9.048457,4.178584,4.869873,114.401996,105.458076,0.113249,20.579129,14.933031,26.74029,43.092377,1.153902,7.790018,18.175295,10.233739,63.938693,40.205126,7.378198,5.190258,5.190926,3.647913,8.310345,2.916835,3.580034,3.990618,23.733567,10.256979,1.647368,0.110163,10.474592,1.244465,82.486675,58.665463,12.135209,33.436062,13.094192,0,22.656966,22.602519,0.054446,1.164247,0,0,0,34.765154,103.564428,103.564428,59.653721,2.809619,34.486207,6.614882,0,10.479492,1.056624,1.528312,7.718149,0.174592,0.001815,30.382033,12.545372,7.080218,1.994192,0.366425,8.395826,679.719782,86.945009,4.081488,63.031216,19.832305,592.774773,316.899819,206.673503,69.201452,72.002178,71.644828,1.399456,11.010526,1.248276,3.553358,9.749546,44.683666,0.35735,2014,Female
60～69歳,2015.89525,298.449619,1717.44563,367.522642,253.296307,249.241289,4.055019,103.712624,3.724164,38.353903,3.399628,43.924114,3.513011,6.90575,3.892054,10.513711,7.853041,0.724907,1.935763,53.903276,52.350748,7.913011,21.076171,23.361566,1.552528,7.020198,66.996542,65.029582,1.726423,37.510843,9.068897,8.67881,8.04461,1.966959,2.447307,316.569895,106.633956,27.014126,18.665652,12.291152,4.299504,44.363522,189.280177,29.968835,10.768649,42.719489,27.268937,24.408426,54.14584,9.76803,10.887732,3.745725,7.142007,154.810905,144.828129,0.057001,30.264436,19.215985,30.941016,64.34969,2.479678,7.503098,19.605185,10.590743,79.618888,47.750597,12.025616,4.818187,4.974102,4.487856,8.98575,3.676739,4.334581,4.447767,31.868291,17.117485,2.713507,0.241016,11.138662,0.657621,65.440025,48.591945,9.464188,28.527509,10.476332,0.123916,16.607435,16.576456,0.030979,0.236555,0.004089,0,0.004089,32.226022,120.338042,120.338042,70.740892,2.122677,42.01202,5.462454,0,9.291078,0.748203,1.41425,7.048327,0.078439,0.001859,30.154647,15.745849,7.591698,1.534944,0.148079,5.134077,599.752169,47.272491,4.227261,30.667162,12.378067,552.479678,324.460595,174.314374,53.704709,79.607683,79.287608,1.616605,13.252912,1.138042,2.641884,11.73197,48.906196,0.320074,2014,Female
70歳以上,1889.11519,278.768575,1610.34662,372.051505,280.930827,277.289882,3.640945,83.770018,2.521555,30.484055,4.689665,35.961339,2.41811,4.76378,2.931514,7.35066,5.340354,0.102362,1.907943,57.259933,55.633009,10.345374,23.18527,22.102366,1.626924,7.009843,62.075557,60.120354,2.112766,35.040167,8.515453,8.818012,5.633957,1.955203,2.201512,300.260381,103.755975,21.858071,19.426144,17.262982,4.102756,41.106022,172.223205,27.494568,8.801181,43.685246,27.884843,18.832244,45.525123,9.992421,14.28878,3.961024,10.327756,154.931102,148.566339,0,36.138583,17.679429,35.373425,59.374902,1.620866,4.743898,15.622463,11.07064,76.214205,48.339148,11.964804,5.490456,5.558776,4.723819,10.657434,2.716457,3.331854,3.895549,27.875057,15.851139,1.633661,0.312795,9.512008,0.565453,52.601811,36.411516,7.689961,20.889173,7.832382,0,15.164114,15.134587,0.029528,0.932677,0.093504,0.083661,0.009843,30.712795,118.622539,118.622539,74.928248,1.835236,38.949803,2.909252,0,7.220866,0.553839,0.885433,5.71752,0.063386,0.000689,22.879921,13.815059,4.328937,1.082382,0.155413,3.49813,528.217815,24.025,4.857185,13.16122,6.006594,504.192815,365.18878,100.388287,38.615748,70.162303,69.92815,0.914862,13.633661,1.044488,2.43061,12.235236,39.669291,0.234154,2014,Female
（再掲）20歳以上,1877.90907,280.569826,1597.33924,369.565247,264.479779,261.040138,3.43964,97.343781,3.720941,34.454412,3.983541,36.78413,3.620968,10.585754,4.194035,7.741688,5.107752,0.852835,1.7811,50.982953,48.924976,7.446833,22.70873,18.769413,2.057976,6.533333,59.821616,58.268261,1.533005,32.625436,7.820055,7.657538,8.632227,1.553355,2.097126,284.974046,93.280196,20.98332,18.633868,13.149679,3.898008,36.615321,171.226657,27.580011,9.017344,36.081404,28.119236,23.009492,47.419171,10.702102,9.76509,3.332061,6.433029,119.161549,109.597234,0.057732,24.740332,14.22,25.917317,44.661853,1.495297,8.069018,16.786424,9.491917,66.043405,40.699333,9.40099,4.617248,4.580917,3.832918,7.903367,2.944241,3.425154,3.994497,25.344072,12.993616,2.000802,0.179032,9.485781,0.684841,73.052673,51.133967,10.382683,29.279527,11.433582,0.038174,21.176576,21.141998,0.034578,0.714938,0.027192,0.023513,0.003679,32.197151,108.238783,108.238783,65.30805,2.601355,34.866196,5.463181,0,9.489073,0.904509,1.266003,7.183264,0.133306,0.001992,27.541881,12.085754,7.399834,1.809018,0.210124,6.037151,568.112503,52.565256,4.284149,34.882296,13.398811,515.547248,295.097538,146.895934,73.553776,73.819391,73.527441,1.362019,12.047746,1.161355,3.083817,10.546722,45.325781,0.29195,2014,Female
（再掲）75歳以上,1797.19388,263.223513,1533.97037,369.401017,285.452555,281.588675,3.86388,78.186309,2.305521,26.955836,4.43959,35.697445,2.031546,4.147003,2.609368,5.762153,3.863407,0.134069,1.764677,59.131632,57.6166,10.823028,24.445899,22.347673,1.515032,7.266404,58.8199,56.451309,1.610473,34.685,7.739748,7.289117,5.126972,2.368591,2.095506,281.176331,95.67342,19.077287,18.938809,15.777936,3.847476,38.031911,161.51064,24.201283,8.054259,42.323775,26.369243,16.833208,43.728872,9.185962,14.806309,4.885174,9.921136,142.783754,135.249369,0,33.88817,17.395268,31.689117,52.276814,1.604732,5.929653,14.360319,9.955536,75.269412,48.002671,14.056176,5.030804,5.426372,4.196688,10.649054,2.159653,2.405235,4.078689,27.266741,15.688192,1.63265,0.329653,9.134858,0.481388,49.694479,34.166246,6.646372,20.61041,6.909464,0,14.571136,14.571136,0,0.941325,0.015773,0,0.015773,29.368139,108.315773,108.315773,69.425552,1.657729,34.1,3.132492,0,6.804101,0.524921,0.834227,5.39306,0.050789,0.001104,23.542429,14.958991,4.253943,0.948107,0.219085,3.162303,489.989117,16.823659,4.364353,8.293533,4.165773,473.165457,356.682019,78.608202,37.875237,69.220032,69.02224,0.846057,13.496215,1.034543,2.321609,12.398265,38.925552,0.197792,2014,Female
1～6歳,1299.96978,323.05637,976.913405,271.013873,199.625666,197.854703,1.770963,67.699703,5.470538,25.373088,3.925779,19.920765,1.528045,7.785779,3.695708,3.688505,0.296317,2.382153,1.010035,37.254392,35.741305,8.584703,21.95762,5.198982,1.513088,3.661756,31.129427,30.506859,1.438758,18.710312,3.072805,5.486402,1.798584,0.622567,0.711898,156.27591,55.359861,10.4,17.714229,5.680952,2.027479,19.537201,87.559958,13.915864,6.04136,14.011017,25.022526,9.354391,19.214801,12.784136,0.571955,0.069972,0.501983,94.507649,72.38102,0.023229,22.41983,16.973088,15.174221,17.790652,1.173938,20.952691,7.045044,4.534703,30.490648,19.198982,3.945722,3.752055,2.644193,1.119263,4.293768,0.253258,1.73476,1.455963,11.291666,6.011779,1.307082,0.127479,3.295751,0.549575,57.372805,36.992918,5.975071,22.45864,8.460057,0.09915,20.150708,20.150708,0,0.229178,0,0,0,22.043059,212.206799,210.903683,147.834844,3.425779,42.749858,16.893201,1.303116,7.29915,0.774504,0.668272,5.676487,0.168555,0.011331,29.26289,7.192635,5.904249,2.593201,1.075637,12.497167,287.239093,1.830595,1.554958,0,0.275637,285.408499,52.397167,2.261473,230.749858,47.92068,47.788385,1.001983,5.535977,0.723796,1.945892,5.694618,32.886119,0.132295,2015,All
7～14歳,1924.2374,488.023137,1436.21427,442.117644,338.175779,332.463032,5.712747,96.933627,5.648744,43.453434,6.007538,25.140268,2.38526,8.495812,5.802572,7.008238,0,1.639866,5.368372,56.285845,53.18649,6.850084,31.426868,14.909539,3.099355,5.276382,47.129737,45.528836,3.655502,26.423585,6.820603,5.562479,3.066667,1.600901,2.000109,246.275749,72.480247,9.695477,25.409141,10.387177,3.027471,23.960981,166.253961,23.981179,9.552764,28.491491,43.319631,15.446099,45.462797,5.289782,2.251759,1.189782,1.061977,80.905025,59.955109,0.092965,13.604523,11.624791,13.251089,21.381742,0.999162,19.950754,12.60818,7.583434,45.829196,28.738909,7.606593,5.813335,2.256281,1.91206,4.738526,1.0214,3.025352,2.36536,17.090288,7.979735,2.593802,0.067002,6.098325,0.351424,101.222919,67.907035,11.330318,41.30402,15.138693,0.134003,32.694611,32.694611,0,0.621273,0,0,0,34.841039,304.620436,304.620436,254.835678,4.295142,32.78124,12.708375,0,11.150251,1.326801,0.949246,8.594137,0.182747,0.09732,36.949414,8.076549,9.092797,2.550921,0.713065,16.51608,421.065997,2.561474,2.220268,0,0.341206,418.504523,100.460972,6.664992,311.378559,68.376047,68.037521,1.819933,9.301173,1.317253,2.232161,8.943551,44.423451,0.338526,2015,All
15～19歳,2178.68889,400.277386,1778.4115,542.307595,434.508817,432.491527,2.01729,103.681036,6.201796,31.016766,6.967665,32.75494,3.41018,15.093054,8.236635,4.117742,1.814371,0.967665,1.335706,52.758651,50.138561,5.17485,31.414371,13.549339,2.62009,6.115569,51.557814,50.74994,1.819281,28.153713,7.69012,6.944311,6.142515,0.807874,1.896407,262.871277,81.271245,12.586527,18.995674,12.065036,6.35479,31.269219,164.121888,23.712934,8.126048,22.497675,42.033114,18.43575,49.316367,12.858683,4.619461,1.42006,3.199401,81.492216,52.571856,0.01497,12.578443,7.750599,13.860778,18.367066,0.965569,27.95479,15.225027,8.678862,55.615343,32.400847,5.27206,7.129512,2.809281,2.192515,6.845808,1.581587,2.222272,4.347811,23.214496,11.39743,2.555689,0.083832,8.785928,0.391617,148.037792,102.167066,18.106587,63.007485,20.304491,0.748503,45.260546,45.260546,0,0.61018,0,0,0,53.085629,141.841317,141.841317,92.69012,4.65,31.23024,13.270958,0,15.153892,1.400898,1.011377,12.383533,0.296407,0.061677,34.079641,8.451796,9.094311,2.454192,0.367665,13.711677,630.734132,4.197305,2.861677,0,1.335629,626.536826,230.487425,31.433533,364.615868,77.237725,76.825749,2.982036,10.791617,1.493413,3.653892,8.862874,49.041916,0.411976,2015,All
20～29歳,2064.81119,320.354338,1744.45685,475.595926,353.716936,352.098851,1.618085,115.173244,4.374043,31.685957,4.239574,42.291617,6.83617,17.533872,8.21201,6.705745,2.184681,2.031915,2.48915,48.226574,45.160426,4.713617,29.525319,10.921489,3.066149,6.024043,53.993298,53.49734,0.793617,31.949468,7.748085,6.452128,6.554043,0.495957,1.541474,241.304256,77.274281,15.359149,19.44339,10.630219,4.776809,27.064715,149.74189,24.113166,9.995532,20.63599,35.906659,17.870787,41.219756,9.284043,5.004043,0.85,4.154043,61.531064,40.756383,0.217021,8.310213,7.637021,7.439362,17.152766,0.790638,19.984043,13.511943,7.870617,52.910253,31.550904,6.548809,5.737285,3.85234,2.800213,4.086596,1.204579,2.60617,4.714913,21.359348,14.113816,1.975957,0.012766,4.76766,0.489149,122.630894,86.46617,21.917872,48.821702,15.726596,0,35.141745,35.141745,0,1.022979,0,0,0,39.317872,104.302766,104.302766,69.64383,3.264468,21.64617,9.748298,0,12.596383,1.025745,0.978298,10.415319,0.166809,0.010213,26.969574,6.98617,9.654894,1.446383,0.278298,8.60383,704.066596,42.488085,2.316809,27.294894,12.876383,661.578511,272.045106,77.178936,312.354468,92.41766,92.166596,2.275957,11.005532,1.518298,3.724468,9.32383,64.318511,0.251064,2015,All
30～39歳,2154.753,292.362105,1862.3909,464.60364,344.565755,339.590649,4.975106,112.477812,3.531735,32.802962,3.779267,48.537786,5.479549,12.599408,5.747107,7.560073,4.53653,1.705924,1.317619,50.927017,48.822158,6.952045,28.294894,13.575218,2.104859,6.288011,51.267334,50.411932,0.94921,30.170197,6.838082,7.692384,4.762059,0.855402,1.501099,256.205331,80.327285,14.818477,21.361822,10.240932,4.052327,29.853727,159.159005,24.772807,7.685049,31.020109,34.848767,19.067017,41.765256,9.72708,6.991961,2.935402,4.056559,56.225388,44.983357,0.091678,10.821862,8.147955,11.71481,14.207052,0.796192,10.445839,14.045308,7.724104,58.534444,36.520795,5.543822,5.006525,5.663752,4.915656,5.603397,1.684147,4.17821,3.925286,22.013649,11.997852,2.526516,0.103526,6.735825,0.649929,110.396773,75.168745,18.427362,43.336587,13.200282,0.204513,33.850031,33.807718,0.042313,1.377997,0,0,0,32.957546,89.042736,89.042736,54.926516,3.460508,24.193512,6.4622,0,11.944006,1.110578,1.15402,9.335402,0.320028,0.023977,24.916643,6.473061,7.149929,1.442172,0.363188,9.488293,830.33244,110.125106,3.974753,75.307475,30.842877,720.207334,228.264739,162.509591,329.433004,87.841185,87.473766,1.896051,12.134556,1.422285,3.338082,10.017489,58.665303,0.367419,2015,All
40～49歳,2195.95904,292.801516,1903.15752,456.046074,334.073932,330.478377,3.595556,111.525926,3.789952,36.025507,4.908213,43.425411,4.739903,13.098802,5.538139,10.446216,5.36686,1.165797,3.913559,45.579419,43.80868,4.452271,24.680348,14.676062,1.770739,5.627729,57.094715,55.958522,1.439401,32.222116,6.577295,8.081546,7.638164,1.136193,2.015973,265.255225,84.118849,16.133043,19.67172,12.123581,4.263092,31.927412,162.922077,27.394555,8.316618,27.439381,34.858881,19.132771,45.77987,11.62715,6.58715,2.360966,4.226184,68.150338,60.218454,0.01256,12.054106,11.912754,14.5457,21.693333,0.635459,7.296425,15.540366,8.593961,54.047891,33.2307,7.191589,5.502191,3.173527,2.566957,6.268599,2.570707,3.206092,2.751039,20.817191,11.659896,2.358551,0.080193,6.414879,0.303671,107.353722,71.543671,14.667923,42.025314,14.587633,0.262802,34.719616,34.719616,0,1.090435,0,0,0,33.824831,96.152077,96.152077,54.307053,3.941256,30.304831,7.598937,0,12.220773,1.247923,1.204831,9.550048,0.175072,0.042899,25.029275,9.441739,6.694976,2.151691,0.080193,6.660676,848.284348,143.029758,5.663575,94.17343,43.192754,705.254589,240.357874,204.342802,260.553913,95.142319,94.610242,1.849662,11.224444,1.389469,3.564155,9.241932,67.34058,0.532077,2015,All
