age,総量,動物性食品,植物性食品,穀類,米・加工品,米,米加工品,小麦・加工品,小麦粉類,パン類（菓子パンを除く）,菓子パン類,うどん、中華めん類,即席中華めん,パスタ類,その他の小麦加工品,その他の穀類・加工品,そば・加工品,とうもろこし・加工品,その他の穀類,いも類,いも・加工品,さつまいも・加工品,じゃがいも・加工品,その他のいも・加工品,でんぷん・加工品,砂糖・甘味料類,豆類,大豆・加工品,大豆（全粒）・加工品,豆腐,油揚げ類,納豆,その他の大豆加工品,その他の豆・加工品,種実類,野菜類,緑黄色野菜,トマト,にんじん,ほうれん草,ピーマン,その他の緑黄色野菜,その他の野菜,キャベツ,きゅうり,大根,たまねぎ,はくさい,その他の淡色野菜,野菜ジュース,漬け物,葉類漬け物,たくあん・その他の漬け物,果実類,生果,いちご,柑橘類,バナナ,りんご,その他の生果,ジャム,果汁・果汁飲料,きのこ類,藻類,魚介類,生魚介類,あじ、いわし類,さけ、ます,たい、かれい類,まぐろ、かじき類,その他の生魚,貝類,いか、たこ類,えび、かに類,魚介加工品,魚介（塩蔵、生干し、乾物）,魚介（缶詰）,魚介（佃煮）,魚介（練り製品）,魚肉ハム、ソ－セ－ジ,肉類,畜肉,牛肉,豚肉,ハム、ソ－セ－ジ類,その他の畜肉,鳥肉,鶏肉,その他の鳥肉,肉類（内臓）,その他の肉類,鯨肉,その他の肉・加工品,卵類,乳類,牛乳・乳製品,牛乳,チ－ズ,発酵乳・乳酸菌飲料,その他の乳製品,その他の乳類,油脂類,バタ－,マ－ガリン,植物性油脂,動物性油脂,その他の油脂,菓子類,和菓子類,ケーキ・ペストリー類,ビスケット類,キャンディー類,その他の菓子類,嗜好飲料類,アルコール飲料,日本酒,ビ－ル,洋酒・その他,その他の嗜好飲料,茶,コーヒー・ココア,その他の嗜好飲料,調味料・香辛料類,調味料,ソース,しょうゆ,塩,マヨネ－ズ,味噌,その他の調味料,香辛料・その他,year,gender
（再掲）75歳以上,1900.38,296.65,1603.74,353.73,262.51,258.06,4.44,81.68,2.29,32.58,4.47,32.93,3.11,2.82,3.49,9.54,5.86,0.38,3.3,58.98,57.72,10.2,24.15,23.37,1.26,7.59,63.43,60.43,2.39,34.78,8.02,9.12,6.12,3,2.67,284.14,100.73,24.81,19.89,11.29,5.3,39.45,159.25,29.21,11.21,30.19,29.18,13.29,46.17,10.96,13.2,2.9,10.3,151.6,143.99,0.02,32.91,22.69,33.92,54.46,1.85,5.76,16.04,13.39,74.81,43.22,13.02,5.45,5.66,3.93,7.92,2.14,2.73,2.35,31.59,17.81,2.43,0.43,10.47,0.45,55.89,40.96,10.03,23.08,7.7,0.15,13.78,13.67,0.11,1.07,0.08,0.07,0.01,35.15,129.7,129.7,73.32,2.99,48.29,5.11,0,7.97,0.97,0.77,6.11,0.12,0,25.02,13.69,5.16,1.91,0.11,4.15,529.96,22.12,4.16,14.09,3.86,507.84,339.29,96.5,72.06,90.29,90.08,1.24,13.38,0.98,2.56,11.4,60.53,0.21,2016,Female
1～6歳,1202.48863,326.354455,876.134173,271.113129,198.748528,195.35665,3.391878,69.359155,4.359391,29.165482,1.71066,21.896853,0.922335,7.344569,3.959865,3.005447,0.588832,0.337056,2.079558,34.925381,32.243147,7.041117,18.780711,6.42132,2.682234,3.880711,33.962995,33.330508,1.616091,17.89665,5.462944,5.309137,3.045685,0.632487,0.550761,146.444825,51.101244,10.27665,18.084871,6.035299,1.879695,14.824729,83.329875,12.655838,3.972081,12.758477,23.571574,11.00394,19.367965,11.382234,0.631472,0.223858,0.407614,94.847208,75.777665,0.009137,29.393401,14.698985,15.055838,16.620305,1.048223,18.02132,8.23901,5.189949,26.401156,13.660996,3.773642,3.228513,1.213198,0.906091,1.373604,0.127107,1.172344,1.866497,12.74016,5.254373,1.763959,0.025381,5.08731,0.609137,62.529949,39.816751,4.509645,24.764975,10.542132,0,22.52132,22.52132,0,0.191878,0,0,0,23.69797,212.757868,212.757868,143.390863,2.385787,48.646701,18.334518,0,6.960914,0.921827,0.641624,5.351777,0.045685,0,30.151777,8.5,4.738071,3.673604,1.115228,12.124873,189.593909,1.496447,1.228934,0,0.267513,188.097462,39.44467,3.436041,145.216751,51.241117,51.151777,0.842132,6.28934,0.709645,2.04467,5.74264,35.52335,0.08934,2013,Male
7～14歳,1888.43719,524.883139,1363.55405,474.358007,360.053822,354.829618,5.224204,103.893432,5.016561,47.803185,4.791401,31.102548,1.302548,7.688025,6.189164,10.410753,2.184713,1.08121,7.14483,60.443742,56.754283,6.763376,35.810064,14.180844,3.689459,5.943312,47.636533,46.242389,3.516815,29.875892,5.388854,6.453185,1.007643,1.394144,1.467618,239.923551,70.649081,9.796178,28.024755,7.546199,4.115605,21.166344,154.330839,25.053648,8.213376,18.014093,46.687245,16.266242,40.096235,12.788535,2.155096,0.675478,1.479618,87.006688,61.502229,0.177707,19.22707,8.605732,18.210828,15.280892,1.563057,23.941401,14.998803,8.396178,50.708535,29.30085,7.328631,6.361857,2.047771,2.600318,4.666242,0.528344,3.573102,2.194586,21.407685,9.138576,2.802548,0.080573,8.677389,0.708599,115.343394,78.968153,16.616879,41.769108,18.671338,1.910828,36.047853,36.047853,0,0.327389,0,0,0,32.747134,324.956051,324.956051,278.379299,2.961146,30.383439,13.232166,0,10.949045,1.073885,1.467516,8.25828,0.05414,0.095223,37.509873,11.263694,8.990446,2.413694,0.31051,14.531529,288.377389,3.148089,2.508599,0,0.63949,285.229299,79.357006,11.266879,194.605414,87.671338,87.368471,1.300318,11.121338,1.161465,2.111783,9.752548,61.921019,0.302866,2013,Male
15～19歳,2182.14367,420.855989,1761.28768,680.709833,548.469171,539.188457,9.280714,129.119709,6.677143,37.24,6.72,49.528686,5.76,17.329371,5.864509,3.120952,1.142857,0.4,1.578095,59.208857,55.972571,5.005714,34.508571,16.458286,3.236286,7.116,43.632114,43.160686,0.451429,28.4744,7.741714,3.985714,2.507429,0.471429,3.213143,264.253452,76.211305,11.639429,24.206573,8.507919,6.055429,25.801955,171.705005,34.877943,5.536571,24.435429,43.604761,17.349143,45.901158,12.448571,3.888571,0.838286,3.050286,83.752,35.814286,0,10.414286,5.3,10.072,10.028,0.662857,47.274857,15.037543,8.864171,61.581637,36.682248,5.536571,7.597417,3.662857,4.372571,4.882857,1.771429,3.139917,5.718629,24.899389,9.661103,1.478857,0.057143,11.786286,1.916,162.984638,112.148993,22.046286,65.465564,24.637143,0,49.020217,49.020217,0,1.815429,0,0,0,47.617143,147.484,147.484,106.482286,3.346286,25.188,12.467429,0,15.044,0.937714,1.437714,12.417714,0.250857,0,34.106286,9.571429,6.741143,3.270286,0.651429,13.872,443.094286,3.374286,2.485143,0,0.889143,439.72,168.188571,31.877714,239.653714,104.444571,104.080571,3.344,13.489143,1.552571,3.562857,8.758286,73.373714,0.364,2013,Male
20～29歳,2044.32821,334.943235,1709.38497,564.386747,435.192088,428.319194,6.872894,125.461275,3.638095,31.670696,5.453114,46.763736,13.00696,17.708425,7.220249,3.733384,2.197802,0.25641,1.279171,53.008461,49.737527,2.147619,30.265568,17.32434,3.270934,5.243956,45.56967,45.076264,0.527839,33.001538,5.399634,4.145788,2.001465,0.493407,0.534101,244.834345,62.319505,10.647253,17.983331,7.791732,3.008425,22.888764,161.517771,32.311924,4.78022,22.646484,37.391405,23.275678,41.112061,13.585714,7.411355,1.935165,5.47619,63.082418,42.20989,0.045788,10.622711,5.896703,16.717216,8.927473,0.507326,20.365201,13.082564,8.483736,58.580744,32.552173,4.608425,4.257377,4.732234,2.907692,6.400659,2.107692,3.363733,4.174359,26.028571,14.384982,1.592308,0.080586,8.92674,1.043956,147.674945,104.737729,28.541026,58.007326,16.742491,1.446886,39.263956,39.263956,0,3.45348,0.21978,0.21978,0,35.572161,91.750183,91.750183,54.485348,2.381685,23.10293,11.78022,0,13.830769,1.237729,0.861172,11.604396,0.127473,0,27.111722,9.916117,8.327473,0.978022,0.124542,7.765568,571.678022,69.428205,3.457509,53.510989,12.459707,502.249817,225.608059,95.561172,181.080586,99.903663,99.622711,3.441026,14.146154,1.517216,2.815751,9.302564,68.4,0.280952,2013,Male
30～39歳,2128.98622,314.072229,1814.914,562.353276,430.984891,424.346304,6.638587,122.207142,4.175272,32.596739,4.576087,53.735598,8.207337,12.338641,6.577468,9.161243,7.711957,0.203804,1.245482,53.671766,50.056522,3.094837,31.870652,15.091033,3.615245,6.016304,62.679402,62.484266,1.244864,38.184239,10.648641,6.155707,6.250815,0.195136,1.539459,268.640118,80.884454,15.277446,25.435781,8.402361,3.609511,28.159355,168.100773,26.210978,7.175,31.030651,38.005848,23.352206,42.32609,12.446467,7.208424,2.36413,4.844293,48.17663,38.933424,0.02038,6.969565,7.887228,8.190761,15.865489,0.866848,8.376359,16.891685,10.068995,67.512476,36.851328,10.107462,2.669592,4.826196,3.188587,4.818043,2.073098,4.253404,4.914946,30.661148,14.514137,2.328804,0.118207,13.12038,0.57962,134.992361,90.086522,21.830163,51.726196,15.307337,1.222826,42.519426,42.274861,0.244565,2.386413,0,0,0,38.32962,72.018478,72.018478,43.57663,2.687228,17.984239,7.77038,0,13.944837,1.129891,1.110598,11.614946,0.089402,0,18.497826,5.94375,5.342391,1.365761,0.195652,5.650272,645.581522,162.41712,7.337772,125.53125,29.548098,483.164402,176.158696,167.855707,139.15,108.071467,107.686957,2.083696,14.793478,1.641033,3.795924,9.283152,76.089674,0.384511,2013,Male
40～49歳,2227.48515,303.642823,1923.84232,545.585554,409.861623,405.76557,4.096053,123.51476,4.761404,31.64386,3.44364,55.571075,6.286623,15.708596,6.099562,12.209172,9.04386,0.308553,2.856759,55.23136,51.764298,3.376974,32.1525,16.234825,3.467061,5.166447,55.164978,54.461031,0.566228,36.957083,8.229386,8.07807,0.630263,0.703947,2.219037,261.905881,72.885129,15.321491,20.962532,9.141074,4.208772,23.25126,166.319217,30.238772,7.655921,28.039601,38.500702,18.916268,42.967954,16.264912,6.436623,1.935088,4.501535,51.75307,42.876316,0.04386,8.385307,8.114912,11.480263,14.851974,0.55307,8.323684,16.930207,9.634254,67.714315,38.705091,8.788546,4.346329,3.348904,3.985088,5.703553,3.081991,3.407408,6.043273,29.009224,16.026768,1.524561,0.138158,10.282018,1.037719,126.958333,90.469298,20.577412,52.335088,17.556798,0,35.017544,35.017544,0,1.471491,0,0,0,35.387719,72.116228,72.116228,39.14057,3.038816,20.494956,9.441886,0,13.131579,1.307895,1.311623,10.314254,0.158333,0.039474,17.807895,4.032456,6.392544,1.605263,0.013158,5.764474,779.768202,217.04693,6.448465,166.561623,44.036842,562.721272,201.77193,200.14057,160.808772,111.010088,110.651754,2.284868,13.54386,1.687719,3.223904,11.351535,78.559868,0.358333,2013,Male
50～59歳,2344.85117,317.286135,2027.56504,516.233832,397.684308,390.857714,6.826593,105.398204,4.267033,30.372527,3.720879,42.695319,4.562418,11.876264,7.903764,13.151321,11.443077,0.32967,1.378574,47.526823,45.310614,4.731868,23.182154,17.396592,2.216209,5.963077,65.277429,64.353253,0.831758,43.45622,7.24967,6.796703,6.018901,0.924176,1.436148,294.743223,80.968728,16.856044,21.408649,8.106728,4.683736,29.91357,186.401968,34.409297,8.367912,31.801802,32.224501,26.400524,53.197932,16.018901,11.353626,2.679121,8.674505,76.156923,69.782198,0.230769,15.703736,13.216264,19.245934,21.385495,0.769231,5.605495,17.866728,11.278659,90.912122,58.769251,13.749743,6.486368,7.144908,5.656703,7.689538,4.275011,7.302095,6.464885,32.142871,16.378915,2.827692,0.097363,12.040879,0.798022,105.155991,72.392088,14.147253,43.202418,14.602857,0.43956,31.075771,30.987859,0.087912,1.688132,0,0,0,38.794505,81.185055,81.185055,46.12022,2.175824,28.538242,4.350769,0,12.812308,1.006374,1.42044,10.131429,0.232088,0.021978,18.88967,7.978022,6.014066,1.156923,0.017582,3.723077,855.004835,280.374945,22.162637,163.267033,94.945275,574.62989,245.998022,228.211648,100.42022,105.613846,105.198901,2.187253,15.649231,1.63011,3.921099,11.73011,70.081099,0.414945,2013,Male
60～69歳,2455.55075,333.818634,2121.73212,491.912765,366.768683,361.478558,5.290125,112.921166,3.013793,37.389185,5.69279,51.662884,4.497335,7.066552,3.598627,12.222915,10.428056,0.255486,1.539373,53.081364,51.368715,5.144828,23.976238,22.247649,1.712649,6.867868,74.358747,71.774357,1.107554,43.418527,12.644828,10.299216,4.304232,2.584391,2.220515,326.38246,96.950158,20.102978,20.812927,12.530671,4.550784,38.952799,200.572427,30.952586,9.918025,38.847152,34.85181,27.099549,58.903305,14.394357,14.465517,4.071003,10.394514,134.229781,125.067241,0.011755,28.620376,21.268652,28.339812,46.826646,1.552194,7.610345,19.881408,12.726834,105.021371,63.386567,15.848545,5.151475,6.866798,6.805329,12.978307,3.545235,7.609968,4.580909,41.634804,22.968033,3.017868,0.329937,14.561285,0.75768,89.242247,63.315831,15.377116,34.99279,12.773511,0.172414,22.671244,22.420461,0.250784,3.129781,0.125392,0.094044,0.031348,40.754232,97.868182,97.868182,63.039498,2.603448,27.71489,4.510345,0,11.225235,0.872727,1.347492,8.9279,0.059875,0.017241,24.229624,12.831505,5.027116,1.502038,0.141066,4.7279,859.48558,290.397492,36.880878,161.559875,91.95674,569.088088,317.9,181.428056,69.760031,106.062539,105.62163,2.280878,15.897962,1.488245,2.93511,12.986991,70.032445,0.440909,2013,Male
70歳以上,2341.46694,333.092947,2008.37399,474.157423,359.857339,353.873428,5.983911,103.532176,3.092698,36.670668,6.738614,43.399022,6.253094,3.655718,3.722362,10.767908,8.430769,0.1625,2.174639,61.69638,60.35901,10.8875,23.690973,25.780537,1.33737,9.018069,81.029208,79.032277,3.084988,47.322908,9.182797,10.416584,9.025,1.996931,2.539723,323.228609,105.536577,25.166832,20.96636,14.164785,4.165842,41.072759,188.492526,27.584375,9.980322,43.74585,30.656126,25.12271,51.403142,12.32104,16.878465,6.226485,10.65198,172.955941,167.109035,0.055569,43.611386,25.681807,36.530693,61.229579,1.769926,4.07698,18.356599,12.4038,101.905199,64.436993,12.933245,6.178609,7.512323,8.884777,13.469337,5.889908,5.588056,3.980737,37.468207,20.087142,2.343564,0.444059,13.69604,0.897401,71.116213,51.479505,12.527104,28.762797,9.942079,0.247525,17.900941,17.767277,0.133663,1.698639,0.037129,0.012376,0.024752,34.090099,125.108787,125.108787,79.554827,2.679084,39.566213,3.308663,0,8.700371,0.743936,1.361139,6.461634,0.128713,0.00495,25.947277,17.145916,3.62599,1.393069,0.148515,3.633787,721.694183,154.704579,29.754827,77.760396,47.189356,566.989604,376.947772,134.005941,56.035891,97.519059,97.077228,1.566708,16.767698,1.176609,2.48948,13.416213,61.66052,0.441832,2013,Male
（再掲）20歳以上,2295.78243,324.202732,1971.57969,514.228331,390.265607,384.427282,5.838326,113.142019,3.690494,34.147765,5.174383,48.477422,6.482855,9.807912,5.361188,10.820705,8.750421,0.243496,1.826789,54.953072,52.622853,5.836424,26.564198,20.222231,2.330218,6.798866,67.803696,66.399303,1.48037,41.902655,9.316578,8.392495,5.307205,1.404393,1.950115,296.410044,88.052985,18.79433,21.277229,10.845836,4.159206,32.976384,182.413964,30.002612,8.550934,35.019605,34.49569,24.407802,49.937321,14.053903,11.889193,3.711808,8.177385,106.266945,97.388359,0.065844,23.326051,16.192929,23.071214,34.732322,1.160807,7.717779,17.729715,11.236975,87.532659,53.149861,11.942225,5.122366,6.103051,5.963609,9.600855,3.905845,5.580418,4.931491,34.382799,18.316521,2.365744,0.247532,12.604736,0.848266,103.44559,72.691321,17.204136,41.347191,13.688025,0.451968,28.48629,28.353535,0.132755,2.211274,0.056704,0.043362,0.013342,37.074983,95.030887,95.030887,58.119746,2.615243,28.321381,5.974516,0,11.646664,0.989293,1.283422,9.230287,0.12932,0.014343,22.464243,10.808406,5.346197,1.371548,0.110073,4.828019,757.079486,205.317645,21.427819,125.733222,58.156604,551.761841,279.435791,169.108539,103.217512,104.130153,103.726985,2.156237,15.441461,1.477518,3.103369,11.873015,69.675384,0.403169,2013,Male
（再掲）75歳以上,2242.85249,322.951726,1919.90076,467.86305,360.987603,354.401653,6.58595,95.859564,3.020661,33.584091,7.366736,38.636591,5.970041,3.606198,3.675246,11.015882,8.487603,0.17562,2.352659,62.734698,61.479791,11.777066,24.571467,25.131258,1.254907,8.969008,79.088202,76.845764,3.725165,44.392707,8.815289,10.838223,9.07438,2.242438,2.527693,301.370446,100.022426,23.589669,19.96651,13.826201,3.371694,39.268351,174.913516,26.095694,8.540289,39.540656,28.853037,23.833905,48.049935,10.227893,16.206612,5.509917,10.696694,173.948347,168.318182,0.005992,46.484917,26.448554,37.288636,58.090083,1.827686,3.802479,17.558843,11.546674,99.503482,64.305842,14.108806,6.373934,8.795014,9.08595,12.711591,5.848236,4.01125,3.37106,35.19764,18.88731,1.495868,0.485124,13.871488,0.457851,64.26312,46.274793,10.67686,25.86157,9.32314,0.413223,16.493905,16.41126,0.082645,1.47376,0.020661,0.020661,0,31.815289,126.603719,126.603719,79.116529,2.497727,42.117355,2.872107,0,8.171694,0.664463,1.231612,6.173967,0.101653,0,25.492562,17.228512,3.260331,1.21219,0.210744,3.580785,670.107231,128.857025,26.465496,66.019421,36.372107,541.250207,368.018388,118.41219,54.819628,91.28843,90.930785,1.345248,15.936157,1.084091,2.257438,14.228306,56.079545,0.357645,2013,Male
1～6歳,1219.96366,313.773296,906.190369,267.170054,196.68442,194.075193,2.609227,68.806401,3.745304,28.895028,5.308287,16.414475,0.61326,9.803646,4.026401,1.679233,0,1.01989,0.659343,44.248729,42.916022,11.962431,23.541989,7.411602,1.332707,3.429834,29.569227,29.255138,0.46768,13.594088,4.966298,4.157459,6.069613,0.314088,0.544199,150.996934,50.071556,9.109392,17.112724,4.945497,2.016022,16.88792,86.969577,10.646409,5.30884,16.08105,25.043094,9.457845,20.43234,12.798895,1.156906,0.055249,1.101657,99.278453,74.033702,0.005525,22.273481,20.341436,17.112707,14.300552,0.669613,24.575138,7.044652,5.813812,28.879925,15.808655,4.860221,3.012047,2.305525,0.792818,1.666298,0.357459,0.88832,1.925967,13.071271,5.338122,0.99558,0.022099,6.128177,0.587293,65.474033,41.245304,5.214917,21.431492,14.046409,0.552486,23.98232,23.98232,0,0.246409,0,0,0,24.094475,194.465746,192.863536,131.933149,2.925414,42.769061,15.235912,1.60221,7.774586,0.641436,0.670166,6.245304,0.21768,0,34.665193,8.874033,8.321547,5.059669,0.860221,11.549724,220.01768,1.792818,1.674586,0,0.118232,218.224862,49.651381,3.022652,165.550829,36.496133,36.343094,1.214365,6.209945,0.760221,2.08674,5.708287,20.363536,0.153039,2014,Male
7～14歳,1899.04715,494.454593,1404.59256,499.247541,373.686969,369.346187,4.340781,121.536328,8.655,44.286563,7.760625,34.085563,2.55625,14.546688,9.645641,4.024244,0.46875,1.324063,2.231431,57.870109,53.86875,8.656875,28.405625,16.80625,4.001359,5.073437,49.240481,48.6077,1.578419,31.434281,6.9025,5.973125,2.719375,0.632781,1.166083,247.665287,66.383887,10.655625,23.200844,10.024425,2.4275,20.075493,166.124212,27.786438,8.360312,24.661406,42.213975,21.438912,41.663169,12.363125,2.794062,1.00125,1.792813,85.63125,65.634062,0.031563,20.474063,8.094063,19.472813,17.561563,1.48625,18.510938,14.243244,7.619188,45.959158,28.536426,9.128438,4.730125,1.609063,1.471563,2.881875,2.543938,3.680801,2.490625,17.422732,6.585232,2.4625,0.03125,7.905625,0.438125,124.246998,76.86875,16.039375,44.043125,16.16125,0.625,47.257311,47.257311,0,0.120938,0,0,0,33.125312,290.265,290.265,242.758125,4.7575,33.3925,9.356875,0,12.326875,0.582188,1.34375,10.019688,0.275938,0.105313,34.731875,9.9575,8.482188,2.298125,0.684375,13.309688,318.157188,3.317813,2.894687,0,0.423125,314.839375,76.387812,8.720625,229.730938,72.478125,72.285625,2.371875,11.476875,1.3725,2.947188,8.316563,45.800625,0.1925,2014,Male
15～19歳,2076.40635,423.482865,1652.92349,619.781809,483.023931,476.190405,6.833526,131.478155,5.456069,40.099422,9.364162,44.847399,6.589595,17.474913,7.646594,5.279724,3.468208,0.190751,1.620764,49.533208,46.880925,5.476879,27.375723,14.028324,2.652283,7.99711,44.233584,43.909884,1.96185,29.161908,6.528902,5.303468,0.953757,0.323699,1.627168,260.153741,69.928212,12.145087,19.344608,10.963243,4.398844,23.076431,170.060789,28.50289,7.088439,26.262543,37.111156,26.060694,45.035066,16.432948,3.731792,1.330636,2.401156,54.561272,42.012139,0.080925,9.87052,3.990173,11.010405,17.060116,0.869942,11.679191,12.299584,8.26896,54.318646,30.078313,5.291908,5.369422,3.1,2.076879,5.824277,1.804046,2.504845,4.106936,24.240332,11.569234,2.413873,0.080925,9.956647,0.219653,157.425491,109.482081,27.087283,57.986127,24.408671,0,46.626069,46.626069,0,1.317341,0,0,0,55.853757,153.912139,153.912139,107.247399,3.147977,31.671098,11.845665,0,15.716763,1.64104,1.76474,11.956069,0.331792,0.023121,30.089017,9.456647,6.630058,2.865896,0.157803,10.978613,460.362428,6.150867,3.809827,2.046243,0.294798,454.211561,161.623121,42.461272,250.127168,90.271676,89.888439,2.046821,13.511561,1.53815,3.824277,9.969942,58.997688,0.383237,2014,Male
20～29歳,1989.00385,342.925525,1646.07833,552.819126,418.355982,414.155068,4.200913,125.886866,3.210502,31.241553,6.932877,49.82411,7.69863,22.205936,4.773259,8.576279,5.936073,2.159817,0.480388,48.236644,45.020091,3.222374,26.021005,15.776712,3.216553,6.571233,45.013425,44.894703,0.284475,30.747215,5.674886,3.257991,4.930137,0.118721,1.14063,237.146847,62.923849,13.776712,18.825192,6.298671,2.957078,21.066196,152.957701,27.247496,8.545662,19.035502,37.048904,20.384018,40.696119,13.821918,7.443379,2.987215,4.456164,40.290411,28.500457,0,5.075342,5.842922,6.507306,11.074886,0.488584,11.30137,15.223479,10.561187,57.288539,36.660785,10.324932,3.724402,3.225114,2.986301,5.522374,2.99589,2.573096,5.308676,20.627753,9.104009,3.073059,0.086758,8.014612,0.349315,139.358447,94.767123,23.96895,52.003196,18.794977,0,42.258904,41.802283,0.456621,2.33242,0,0,0,38.60274,106.410046,106.410046,64.705479,3.357534,23.274886,15.072146,0,14.258904,1.194977,1.074429,11.918721,0.070776,0,27.187215,7.73653,7.452055,3.30274,0.174886,8.521005,552.109132,55.868037,2.675799,47.773973,5.418265,496.241096,246.280365,110.934703,139.026027,96.785845,96.419178,2.046575,12.883105,1.526027,4.661644,9.818721,65.483105,0.366667,2014,Male
30～39歳,2090.5233,302.479064,1788.04424,551.395022,426.384309,423.668617,2.715691,114.621197,5.508245,25.17633,2.925532,51.871569,8.926862,13.04133,7.17133,10.389516,7.753191,0.517021,2.119304,53.267101,51.121955,3.706915,31.14016,16.27488,2.145146,6.321011,48.611809,48.470053,0.318085,32.707287,7.132447,6.233511,2.078723,0.141755,1.348723,257.997406,77.470647,11.959309,21.658431,10.908705,4.503723,28.44048,164.498568,30.724071,7.343085,28.389295,35.9583,22.909171,39.174645,9.492287,6.535904,1.824734,4.71117,39.016489,33.628191,0.138298,5.306117,5.160904,10.069149,12.953723,0.557979,4.830319,12.622712,7.883644,62.8455,37.937166,10.486008,2.908477,2.404521,4.406383,5.499468,1.926064,5.385748,4.920497,24.908334,11.868972,2.271011,0.013298,10.3,0.455053,129.60883,85.060106,17.219947,49.987766,17.756649,0.095745,43.569202,43.569202,0,0.979521,0,0,0,37.212766,71.347074,71.347074,37.265691,3.275532,18.586436,12.219415,0,13.210904,1.005851,0.927128,10.797606,0.459043,0.021277,21.670213,5.691489,8.728723,1.50266,0.147606,5.599734,681.517819,174.335904,8.504521,124.75266,41.078723,507.181915,192.814096,157.879521,156.488298,94.646277,94.228723,3.127128,13.391223,1.47633,3.604521,9.469415,63.160106,0.417553,2014,Male
40～49歳,2304.96084,298.229974,2006.73087,550.240636,423.119718,420.306594,2.813124,114.183266,4.62039,32.435575,4.939262,46.427354,6.299349,13.180477,6.280858,12.937652,9.950499,0.669197,2.317956,51.718829,48.885163,3.634924,29.07974,16.170499,2.833666,5.427766,57.159414,56.442495,0.697549,37.790499,7.110195,6.153796,4.690456,0.71692,1.712408,287.81967,84.790061,15.827115,20.965321,11.894159,4.136226,31.96724,183.836767,31.871334,7.271367,32.731092,38.403874,25.42039,48.13871,11.210195,7.982646,2.5282,5.454447,49.231453,42.336226,0,6.724512,5.727115,11.195228,18.689371,0.78872,6.106508,15.44848,8.279805,61.007542,37.905884,7.070694,4.254187,4.572885,3.891974,7.507592,2.786347,3.353224,4.46898,23.101658,11.015541,2.700651,0.085033,9.020607,0.279826,129.358658,87.5718,18.0282,50.887202,18.374403,0.281996,39.755621,39.635881,0.11974,2.031236,0,0,0,38.295662,68.433406,68.433406,37.024946,2.463774,20.578525,8.366161,0,13.912581,0.927549,1.491323,11.286551,0.207158,0,19.058568,7.012148,4.725163,1.123427,0.222343,5.975488,849.549892,260.213449,9.814967,172.403037,77.995445,589.336443,238.843818,215.443167,135.049458,98.306074,98.024078,2.227766,14.259436,1.685683,3.988503,10.105423,65.757267,0.281996,2014,Male
50～59歳,2402.1039,323.897554,2078.20635,531.555812,416.691071,413.393697,3.297374,100.814385,4.05105,28.973319,4.934454,42.893025,5.672269,7.320798,6.969469,14.050355,11.817227,1.096429,1.1367,54.236324,51.024391,4.170588,25.666945,21.186858,3.211933,5.933613,69.473645,68.677605,0.957857,41.611765,10.103992,8.098319,7.905672,0.79604,2.743204,292.973155,85.417323,16.868908,20.928819,11.743931,4.790336,31.085329,180.699949,32.812241,9.157983,31.714599,31.598629,23.554634,51.861863,14.765756,12.090126,4.909664,7.180462,81.962605,69.27563,0.014496,15.220168,10.641387,20.203992,23.195588,0.566807,12.120168,16.744841,11.795336,87.900705,55.593021,12.071729,6.801937,6.708445,7.573529,8.49105,4.522899,3.968168,5.455261,32.307685,16.189618,2.12437,0.262605,12.516807,1.214286,114.89958,80.093908,17.459244,44.413866,17.002311,1.218487,32.956513,32.851471,0.105042,1.681092,0.168067,0.168067,0,41.552101,78.555252,78.555252,43.893487,2.844958,25.643908,6.172899,0,12.391387,0.860504,1.214496,10.186975,0.129412,0,16.351681,7.882563,3.795588,1.134034,0.113655,3.42584,876.831933,289.782563,17.502521,180.965126,91.314916,587.04937,288.757983,198.99937,99.292017,106.202731,105.831513,2.718277,15.306303,1.579202,3.755672,10.597479,71.87458,0.371218,2014,Male
60～69歳,2422.5445,338.620598,2083.92391,518.122894,386.428907,381.380324,5.048583,113.927832,3.631174,37.365722,4.676518,50.876775,4.37112,7.213306,5.793216,17.766156,15.704939,0.280702,1.780515,54.615452,52.8861,5.097436,25.706532,22.082132,1.729352,7.062888,74.145519,72.986532,1.052429,45.207247,10.246154,10.760054,5.720648,1.158987,2.566475,328.074572,101.198994,24.367476,20.399456,12.335823,4.477598,39.61864,199.355875,34.371849,10.849933,39.576923,32.678111,25.216552,56.662508,13.14143,14.378273,5.253711,9.124561,123.092982,117.157895,0.023752,28.757085,18.239676,28.734143,41.403239,1.870445,4.064642,17.72504,12.231849,99.22327,63.900313,13.086644,4.195179,7.365668,7.738731,12.510543,5.021053,7.324102,6.658394,35.322957,19.457505,2.095277,0.1417,12.131714,1.496761,93.169528,67.147773,13.768016,38.033198,14.968691,0.377868,23.505965,23.505965,0,2.3583,0.15749,0.134953,0.022537,40.625641,104.482591,104.482591,63.051957,2.103509,32.301215,7.025911,0,11.974764,0.959919,1.378812,9.464642,0.159649,0.011741,23.191633,11.776653,6.425101,1.38502,0.078273,3.526586,817.508232,268.098381,28.161808,146.539001,93.397571,549.409852,310.153441,171.01417,68.24224,94.731174,94.210796,2.450877,15.876113,1.530769,3.505398,13.292578,57.555061,0.520378,2014,Male
