age,エネルギー,たんぱく質,うち動物性,脂質,うち動物性,飽和脂肪酸,一価不飽和脂肪酸,n-6系脂肪酸,n-3系脂肪酸,コレステロール,炭水化物,食物繊維,うち水溶性,うち不溶性,ビタミンＡ,ビタミンＤ,ビタミンＥ,ビタミンＫ,ビタミンＢ1,ビタミンＢ2,ナイアシン,ビタミンＢ6,ビタミンＢ12,葉酸,パントテン酸,ビタミンＣ,ナトリウム,食塩相当量,食塩相当量,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,脂肪エネルギー比率,炭水化物エネルギー比率,動物性たんぱく質比率,year,gender
60～69歳,2141.44653833333,78.92802033333344,42.27590716666662,55.389744666666694,27.75607100000001,14.458175166666676,18.770497499999994,9.786466000000006,2.7249351666666666,356.63469999999967,293.94500849999986,16.092131,3.5767525,11.826481666666657,590.961736666667,9.596503333333327,8.918294499999995,274.16698666666633,1.7875578333333324,1.895217499999999,18.02382533333333,2.3988508333333365,8.165934500000002,349.6333966666666,5.949597500000003,132.24011999999993,4824.094843333332,12.253216666666662,5.83413944942744,2592.9096866666664,567.651638333332,284.4529583333331,1111.5750766666672,8.934054666666674,8.808992666666667,1.3053749999999977,23.07150000000003,62.061076149410574,51.84964730371271,2011,Male
70歳以上,1936.096143431635,71.84112882037523,37.72665576407509,48.52860777479889,24.663025871313664,12.543970777479892,16.01351983914208,8.550359919571028,2.592589142091151,311.46098391420935,280.31433900804245,15.870196514745317,3.465076809651477,11.777740482573718,581.2437292225197,9.344929356568358,8.698153887399464,269.50860053619283,2.3433537533512085,1.651191152815014,16.413901072386057,2.705268364611255,8.109022788203745,341.3054101876673,5.553309919571048,136.74013270777488,4377.767997319039,11.119490616621992,5.868889499669344,2505.2810375335125,543.7419128686327,265.8780442359248,1026.3883150134027,8.60924517426272,8.158343431635393,1.2590209115281497,22.248793565683634,62.82989315385332,50.63528902075406,2011,Male
(再掲)20歳以上,2075.607247001627,74.61129549432759,40.46962294975692,57.47454009724478,29.24501141004859,15.046341393841166,19.929135040518617,10.040356952998383,2.5527319286871974,337.6480162074554,284.87971672609393,14.379341134521878,3.2308416855753683,10.572089238249593,556.6436272285274,8.167929594813598,7.950240324149114,237.58990113452236,1.6312178282009735,1.5469670988654807,16.853770956239856,1.9940962398703408,7.265051247974063,303.9968855753643,5.596730794165316,110.64914943273885,4483.156281361419,11.38724473257697,5.617012077349041,2334.8608282009754,500.1327863857377,256.2079400324144,1033.9721520259313,8.147004278768229,8.671423047001637,1.2271021717990251,24.600162074554266,60.89755885473132,52.35406147982659,2011,Male
(再掲)75歳以上,1880.79612793177,69.92006396588486,36.39396183368872,46.247130277185526,23.377720469083165,11.975439872068232,15.189167377398721,8.203532409381666,2.4562507462686582,302.821469083156,276.9228782515989,15.444233262260136,3.360693176972281,11.445259275053301,592.4567995735606,8.968681663113005,7.395071641791048,260.2219722814498,2.2313349680170593,1.5916993603411513,15.440875906183368,2.3450650319829442,7.569504264392324,337.3014413646055,5.409155437100208,132.1359147121535,4294.57683795309,10.908208955223873,5.941713239549011,2424.914680170578,536.5843155650318,257.1066289978678,995.832886993603,8.510715778251596,8.0092658848614,1.2347268656716417,21.830277185501078,63.216115643354954,50.31843049245101,2011,Male
1～6歳,1242.383913513514,43.52581027027025,24.77959405405406,39.6365291891892,20.59729675675675,12.757482702702703,13.329044864864867,6.092518378378381,1.198988108108107,221.91238918918918,174.1214383783784,8.276329189189191,1.9972454054054063,5.912008648648649,410.56485405405414,4.028495675675676,4.3887583783783795,114.11447567567565,0.5573286486486485,0.8187562162162163,7.078275675675676,0.6642762162162165,3.1472772972972973,148.74934594594595,3.7955681081081094,57.138454054054044,2229.803772972974,5.6637837837837814,4.65436480470633,1420.9676810810804,422.4871297297299,140.90224324324325,671.6996270270268,4.36870162162162,5.1685751351351366,0.6579205405405408,28.10918918918919,57.799194159132796,54.70700290246388,2011,Female
7～14歳,1852.85710597826,66.99186413043483,39.17111929347825,62.4974402173913,34.6008649456522,20.291105978260873,20.838693206521715,9.141526630434782,1.8958826086956517,314.94745652173935,248.9528309782608,12.627132065217387,3.1378573369565212,9.02446385869565,547.8893396739131,5.901224456521736,6.157699728260866,174.35191847826084,0.960520108695652,1.2472790760869574,11.357907608695653,1.0393548913043469,5.1814921195652195,224.15308423913032,5.592930706521737,76.31807880434786,3526.0877445652154,8.956494565217396,4.91531922296917,2077.4940326086958,641.392404891304,210.54071739130438,1022.7575298913039,6.7249502717391305,8.067530706521751,1.0027258152173912,30.070923913043487,55.3765828206601,57.34352923607543,2011,Female
15～19歳,1819.7436363636364,65.83458074866311,37.76513475935829,61.82688235294121,32.25144598930481,17.972930481283424,21.408029411764712,10.100017112299469,1.9455598930481282,349.17632620320853,242.8187957219251,12.375336898395727,2.9168342245989285,8.959535294117641,466.68927272727245,4.808887165775401,7.942341711229943,204.36651336898393,0.9559711229946521,1.2336459893048115,11.970185026737964,1.0561491978609632,4.08165294117647,235.55537967914444,5.144701069518716,79.16186096256682,3678.4953903743335,9.34331550802139,5.187969986465126,1934.744406417112,496.212155080214,203.4781818181818,918.6278074866311,7.019464705882354,7.946838502673794,1.0250374331550796,30.331016042780753,55.10706898203978,56.12877084060645,2011,Female
20～29歳,1594.7015731707322,57.635078353658535,31.41562560975611,52.229532926829236,26.0470506097561,14.460403048780474,18.105627439024385,8.856156402439018,1.84384237804878,284.0548810975612,215.85418719512194,11.15460914634147,2.70514756097561,8.071853353658536,401.6210945121951,5.375413414634144,5.87395762195122,185.70455182926835,1.0982704268292685,1.135612804878048,11.502283536585365,1.1805862804878053,4.363128963414636,226.85507317073166,4.335207926829267,76.81985365853663,3447.425704268294,8.756585365853665,5.614712193074134,1742.3292652439027,397.6716493902438,184.2648414634145,786.0222378048782,6.2182655487804865,6.729663109756095,0.9089868902439027,29.037195121951218,56.37868695530834,52.49306809226873,2011,Female
30～39歳,1650.6645466666675,59.0429358095238,31.503965523809494,53.15810609523808,25.474097904761894,14.63547904761905,18.384012952380978,8.803934857142867,1.902896380952381,280.3616704761906,222.0425217142858,11.84557352380952,2.8789794285714314,8.594376571428572,450.9500666666667,5.208434666666664,7.0487664761904725,188.17766285714282,1.1983078095238078,1.3976689523809518,12.427532952380956,1.382163238095237,4.80873219047619,236.33080952380956,4.621736380952385,87.24970285714286,3431.8695580952403,8.716895238095237,5.402808499818219,1850.6294038095248,431.74722476190453,199.997139047619,831.6919904761916,6.740372380952381,6.926469142857143,0.9416228571428578,28.608380952380934,56.9474327330551,51.662202094360744,2011,Female
40～49歳,1668.1448028673822,60.548265232974906,32.130829032258106,53.36649695340505,26.39135949820791,14.792633870967741,18.36743835125447,9.014800537634395,1.894132078853047,282.13063978494597,224.60292580645157,12.45624050179212,2.9087740143369176,9.08643082437276,459.331899641577,5.431625985663083,8.227109318996419,203.13823655913976,1.2781564516129038,1.3491919354838695,13.186540860215048,1.6245150537634419,4.587705017921151,253.3575089605733,4.6585344086021525,96.95135483870962,3727.4604874551937,9.467688172043026,5.82326803137265,1974.8253727598544,450.44485483870966,212.24996057347664,856.4645000000002,7.268072759856633,7.082492652329748,0.9780503584229386,28.217562724014364,57.14898160301249,51.35817180349937,2011,Female
50～59歳,1725.8681765765787,64.66290306306306,34.42466396396392,53.40206738738742,26.042306486486485,14.619718018018016,18.243921981981973,8.96691351351352,2.1701998198198194,297.80306306306335,236.1339124324325,14.555494954954964,3.331953873873879,10.689748288288293,531.2968036036035,6.5787353153153125,8.85133423423425,241.96306306306334,1.4873291891891878,1.6002414414414396,14.278726306306304,1.726448108108109,6.079605045045044,298.0272072072071,5.034832432432431,141.7393747747747,4011.6771927927903,10.189837837837832,5.9745012435905345,2276.986199999999,518.8379981981983,237.74641621621618,928.1779405405407,7.679887567567565,7.32369135135135,1.0602381981981976,27.573873873873875,57.362956225382874,51.18212760541472,2011,Female
60～69歳,1691.793795727637,66.37625540720974,35.00046248331112,47.6479538050734,23.255895994659564,12.458510814419212,15.893605607476626,8.38267316421895,2.366064218958614,295.7363578104136,242.21135220293706,15.859123497997329,3.5423465954606144,11.722183978638178,575.8340747663545,8.480782242990653,9.90472736982645,269.71005473965266,1.9252029372496662,1.6620432576769006,15.005918291054755,2.1376134846461956,6.840540587449932,336.5410987983978,5.27891575433912,159.07664352469962,4080.06485046729,10.363578104138858,6.218906326668775,2458.2117663551417,537.3443925233639,253.9585594125499,961.9123724966628,8.234867823765027,7.313938851802403,1.1323451268357825,25.051535380507342,59.139844509492704,50.97220890487257,2011,Female
70歳以上,1595.059794333681,60.23025267576074,30.994325813221426,41.711358866736575,20.433424868835264,10.890150577124873,13.55822476390347,7.415366631689412,2.2017182581322157,261.5431311647432,239.90695666316873,15.066166946484778,3.3211161594963263,11.090559181531992,593.4520325288557,8.045410073452263,8.537605981112264,241.8886935991606,1.9963343126967512,1.575799580272823,13.028863693599169,2.024838614900314,6.30262906610703,319.5564123819517,4.946228226652675,141.79876495278077,3786.9555571878277,9.618698845750254,6.135388721425613,2315.541092339978,520.9410650577125,235.44317418677855,887.1998321091286,7.825746379853098,6.818868835257082,1.0854380902413434,23.016789087093397,61.88024497856917,49.2546804832299,2011,Female
(再掲)20歳以上,1653.6499940021818,61.80232723555076,32.614922873500625,49.0444895310795,23.98825318974913,13.223721374045807,16.573053080697893,8.418551635768802,2.108944138495088,281.85022110141733,232.77068805888817,13.943037186477659,3.1868386586695747,10.226791984732802,522.4964392039271,6.869953898582338,8.365719002181018,228.9743069792802,1.60101060523446,1.4977774536532138,13.423098854961827,1.774337459105782,5.730583778625952,289.494894492912,4.8827201199563754,124.87727480916043,3790.574744274806,9.628080697928036,5.929203408839992,2169.208181297711,489.4587505452563,226.394332333697,886.9883707742651,7.50328819520173,7.043873391494006,1.0385040894220259,26.251663031624872,58.71941138166582,50.85120449602758,2011,Female
(再掲)75歳以上,1540.2299452495993,57.31939790660225,28.969505152979067,39.22865909822861,19.12787600644121,10.237332850241541,12.655886473429955,6.983291304347828,2.087643156199678,247.97612077294667,234.74346602254417,14.437566344605472,3.1916438003220597,10.610281481481485,556.4764009661841,7.704087278582928,8.467912721417074,224.18613526570041,2.070997906602255,1.5492690821256037,12.213425120772943,2.1434655394524946,6.005535909822864,306.82250402576483,4.692428985507253,130.50279388083737,3737.661302737524,9.493542673107886,6.254629195832764,2209.0762061191613,495.77020128824506,225.5320515297907,845.1991771336549,7.473996135265702,6.54633107890499,1.047054911433172,22.452012882447644,62.66319713276211,48.507138479624594,2011,Female
1-6歳,1280.09,45.08,25.83,40.87,22.15,12.8,13.72,6.24,1.23,206.06,179.41,8.6,2.08,6.21,396.95,3.92,4.42,125.04,0.58,0.82,7.81,0.73,3.51,155.53,3.96,52.68,2097.3,5.33,4.21,1489.37,421.37,147.79,692.38,4.41,5.45,0.69,28.14,57.79,55.31,2016,Male
7-14歳,2100.09,75.44,44.32,66.94,37.62,21.36,22.63,10.1,1.92,320.48,289.9,13.43,3.27,9.77,600.63,7.14,6.12,196.44,0.95,1.32,13.05,1.1,5.6,235.54,6.42,65.75,3600.01,9.14,4.44,2256.83,678.3,231.95,1128.74,6.93,9.24,1.13,28.65,56.81,58.01,2016,Male
15-19歳,2425.32,85.66,50.75,76.64,42.94,21.94,27.81,12.37,2.24,430.69,334.63,13.46,3.15,9.82,542.42,7.26,6.88,209.55,1.12,1.24,15.76,1.23,5.54,251.98,6.47,71.3,4076.75,10.35,4.39,2218.53,508.19,241.93,1144.17,7.79,10.76,1.3,28.33,57.41,57.28,2016,Male
20-29歳,2113.29,74.48,42.71,67.65,35,18.38,24.65,11.47,2.27,347.09,285.57,12.47,3.03,9.01,489.31,6.22,6.43,199.12,0.97,1.14,15.56,1.13,5.51,243.56,5.57,67.41,3995.4,10.15,4.94,1997.72,429.84,221.54,983.16,7.22,9.07,1.14,28.75,57.01,55.2,2016,Male
30-39歳,2092.16,73.55,40.92,64.96,33.04,17.27,23.2,11.28,2.28,339.78,277.99,12.93,3.11,9.28,464.97,6.38,6.62,216.53,0.94,1.1,15.69,1.11,5.71,250.99,5.54,65.31,4109.58,10.44,5.18,2066.69,441.89,233.66,988.3,7.28,8.68,1.16,27.68,57.99,53.97,2016,Male
40-49歳,2121.58,74.79,41.69,64.55,33.21,16.98,23.17,11.23,2.35,332.11,278.84,13.12,3.09,9.53,523.01,7.16,6.52,220.88,0.93,1.1,16.55,1.15,5.99,261.5,5.58,70.16,4139.07,10.51,5.08,2129.73,434.58,240.4,1003.77,7.51,8.99,1.16,27.17,58.56,53.78,2016,Male
50-59歳,2145.31,76.09,41.33,63.21,31.93,16.61,22.3,11.05,2.39,349.59,282.05,14.38,3.32,10.5,574.36,7.26,6.7,239.72,0.96,1.2,16.89,1.21,6.38,290.96,5.85,81.76,4268.57,10.84,5.13,2290.51,477.99,258.47,1047.49,8,8.94,1.22,26.35,59.31,52.55,2016,Male
60-69歳,2159.78,79.1,42.5,61.67,31.25,16.02,21.38,10.77,2.67,353.38,286.35,16.49,3.75,12.03,558.7,9.33,7.31,270.47,0.95,1.28,17.76,1.32,7.8,328.07,6.09,105.49,4494.1,11.42,5.39,2555.61,538.89,283.88,1118.94,8.73,9.05,1.3,25.49,59.77,51.82,2016,Male
70歳以上,1996.5,74.43,39.24,54.65,28.09,14.42,18.34,9.3,2.53,321.06,277.67,16.91,3.85,12.36,568.24,9.92,6.99,267.11,0.9,1.27,16.06,1.31,7.74,334.04,5.95,118.63,4242.93,10.78,5.5,2603.27,561.64,277.52,1073.32,8.56,8.39,1.26,24.33,60.71,51.02,2016,Male
(再掲)20歳以上,2096.6,75.68,41.16,61.4,31.35,16.18,21.49,10.62,2.46,338.68,281.11,14.99,3.47,10.91,540.74,8.22,6.85,244.73,0.94,1.2,16.56,1.23,6.84,297.18,5.83,91.73,4250.59,10.8,5.27,2355.57,498.32,260.3,1050.89,8.08,8.8,1.23,26.11,59.32,52.57,2016,Male
(再掲)75歳以上,1947.94,72.84,38.46,52.72,27.31,13.92,17.58,8.98,2.47,316.73,274.38,16.52,3.75,12.07,566.52,9.89,6.79,257.09,0.87,1.24,15.39,1.28,7.55,328.4,5.83,115.71,4204.1,10.68,5.58,2556.3,555.07,272.32,1055.09,8.41,8.23,1.24,24.02,60.98,51.06,2016,Male
1～6歳,1183.94366,41.030985,22.351738,38.039069,19.388162,11.619408,12.669865,6.132067,1.154313,188.671085,166.444379,8.13923,1.98499,5.882243,370.679006,3.062865,3.955075,122.186122,0.520898,0.724087,6.816912,0.625349,2.935059,150.902945,3.636436,55.642238,1955.20712,4.966226,4.18987,1327.47547,387.165951,135.957616,624.315567,4.180702,4.997274,0.651829,28.224751,57.884292,52.882649,2014,Female
7～14歳,1811.04241,66.303185,38.364532,59.357967,32.841416,18.773365,19.679424,9.037702,1.757424,300.509763,246.72719,12.78678,3.106408,9.278096,513.565893,5.499971,5.757059,176.066467,0.857001,1.187147,11.269434,0.972367,4.852297,228.055727,5.62944,72.205153,3290.66817,8.358297,4.656217,2077.53515,608.687523,211.533237,1006.80068,6.309406,8.016701,0.998121,29.246762,56.045203,57.095959,2014,Female
15～19歳,1776.32087,62.656344,34.940463,58.951223,29.407871,16.555773,20.68341,9.895965,1.940472,344.418808,242.052203,12.111515,2.857345,8.812785,454.735038,5.546426,6.188606,187.526467,0.761378,1.059928,11.382643,0.932272,4.704866,237.426027,5.07306,74.131962,3348.73251,8.505781,4.902098,1876.06065,447.186533,200.461687,882.84244,6.634701,7.597802,1.018546,29.45095,56.379553,54.491184,2014,Female
20～29歳,1662.03966,60.782188,33.722462,56.977849,29.162505,15.83841,20.361548,9.133088,1.88228,307.50168,219.238382,11.961431,2.851834,8.756949,482.732919,5.780718,6.059609,195.446732,0.766674,1.004093,12.171238,0.92737,5.128842,241.760368,4.670194,74.332949,3445.72472,8.752141,5.376548,1816.31518,409.283893,195.928268,848.506827,6.550308,7.217287,0.967318,30.564593,54.616426,54.001159,2014,Female
30～39歳,1650.72476,58.908938,30.977295,53.56144,25.738424,14.809756,18.719713,8.982943,1.833397,265.677071,221.476934,12.323832,2.925547,8.986973,413.159898,5.190868,5.842714,207.604188,0.72359,0.927223,12.249452,0.897575,4.406646,231.614382,4.59967,68.676,3355.12561,8.522019,5.360802,1833.70365,406.894052,199.14272,819.316304,6.295683,6.942841,0.957974,28.607107,56.902069,51.017044,2014,Female
40～49歳,1641.81123,59.308923,31.172788,52.615573,25.21767,14.274658,18.523157,8.976199,1.814606,279.788352,219.784986,12.527954,2.961709,9.156436,433.904367,5.355457,5.925261,206.876027,0.765641,0.975125,12.490066,0.907118,4.547465,243.488321,4.604113,73.531834,3438.9706,8.734985,5.408212,1901.61423,423.171456,205.618748,839.823234,6.516882,7.029582,0.961569,28.43922,57.03174,50.950275,2014,Female
50～59歳,1709.96678,63.455223,33.343028,53.813813,25.809355,14.433638,18.731792,9.264149,1.963496,297.614005,231.815081,14.459671,3.270605,10.590097,552.828336,6.616425,6.596654,233.660016,0.792246,1.105313,13.680483,1.036484,5.286497,295.981481,5.022494,101.195163,3649.32541,9.269287,5.473371,2228.68804,484.677915,236.356701,915.914579,7.448412,7.365734,1.068915,27.966215,57.08531,50.742771,2014,Female
60～69歳,1718.58477,65.917506,34.09583,50.621405,24.623965,13.301952,17.041505,8.797036,2.222104,280.788414,242.503416,16.286931,3.720591,11.963506,491.381679,8.513985,6.754697,257.629836,0.816125,1.137109,14.206096,1.127391,6.347282,321.319737,5.274193,124.126856,3873.06737,9.837591,5.841246,2434.02093,526.013914,250.815211,957.617948,7.812218,7.309165,1.124457,26.207731,58.370428,49.983649,2014,Female
70歳以上,1602.0943,60.983507,31.306166,42.812157,21.304245,11.158705,14.033365,7.531647,2.072484,263.888408,237.493503,15.514877,3.496949,11.345049,553.199128,8.100995,6.154514,250.931092,0.734924,1.089946,12.850208,1.075503,6.034075,315.494393,5.07584,122.26785,3654.48839,9.282401,5.892957,2321.95585,502.091071,235.417042,895.009285,7.440738,6.940717,1.084126,23.622361,61.141329,49.301255,2014,Female
(再掲)20歳以上,1660.73579,61.951094,32.362669,50.036158,24.43291,13.385981,17.123552,8.58669,2.008026,278.701718,231.823117,14.434608,3.316152,10.566914,499.647858,7.037219,6.277683,233.895124,0.767513,1.060001,13.103798,1.023746,5.507051,287.588714,4.954503,102.235034,3619.25443,9.192906,5.643147,2174.13021,474.74436,227.284863,891.492449,7.184438,7.122278,1.048752,26.69466,58.296919,50.476733,2014,Female
(再掲)75歳以上,1552.0878,58.442133,30.063286,40.643888,20.596982,10.528611,13.289578,7.121763,2.030839,251.337929,232.677945,14.579084,3.276774,10.695686,535.473181,8.066124,5.812776,227.758568,0.701574,1.044167,12.308444,1.033373,6.119505,298.079645,4.803596,114.258618,3563.26447,9.050692,5.95946,2192.42306,470.290868,222.585776,852.408472,7.110115,6.630035,1.042071,23.091942,61.838113,49.137265,2014,Female
1～6歳,1200.08763,42.379534,23.759391,37.049702,19.191781,11.41012,12.32347,6.048274,1.173509,203.358877,170.650487,8.43647,2.053799,6.126789,413.057784,4.215047,4.028375,129.379246,0.543543,0.768355,7.091602,0.670172,2.746858,153.497977,3.795395,52.037152,2059.22858,5.230441,4.358126,1418.35315,400.593041,139.824819,649.452825,4.128718,5.152808,0.654994,27.3503,58.603431,54.306746,2015,Female
7～14歳,1824.69192,65.075805,37.008663,59.658082,32.138904,19.107431,19.669951,9.058352,1.752916,308.437135,250.146188,12.579196,3.047678,9.205818,524.438613,5.463775,5.804809,175.182291,0.837371,1.184223,10.919867,0.957788,4.81683,226.338504,5.612485,68.76644,3241.54068,8.233513,4.535245,2057.10088,620.124805,207.975447,1001.71268,6.263678,7.993206,1.009372,29.20128,56.512485,55.866314,2015,Female
15～19歳,1854.48302,67.519933,39.388495,64.563738,32.613582,17.995533000000002,22.876771,10.469278,2.184725,374.378485,242.681136,12.171637,2.829821,8.859466,415.942574,6.070393,6.691996,193.458858,0.827689,1.068071,12.806544,0.995791,4.697915,233.990852,5.190453,68.64571,3494.55367,8.876166,4.841276,1905.31523,434.222314,205.314994,926.962296,6.96779,8.229274,1.057168,30.995804,54.300201,56.802684,2015,Female
20～29歳,1706.0018,63.223033,35.27364,56.768579,27.907577,15.626497,19.677718,9.407993,1.976379,320.104282,226.910541,11.768247,2.884081,8.528489,452.265282,6.496181,6.300793,195.189269,0.805723,1.043746,12.819273,0.971026,4.892181,234.453339,4.859635,73.650755,3464.80151,8.800596,5.306628,1892.97891,427.256253,200.528163,875.586024,6.56903,7.470609,0.999957,29.356404,55.77325,53.391131,2015,Female
30～39歳,1651.62658,60.449199,32.25144,52.934836,25.216016,14.745549,18.090146,8.882254,1.845649,281.08539,222.934582,12.455175,2.990217,9.048808,460.506967,5.950742,5.928302,216.366906,0.75155,0.990911,12.562915,0.946915,4.332628,243.079773,4.781406,68.64239,3356.53632,8.525602,5.308333,1948.74122,430.245939,205.096972,850.530099,6.517267,7.052162,0.97076,28.606937,56.581411,51.028304,2015,Female
40～49歳,1705.97637,61.45103,32.401256,55.341544,26.62657,15.354102,19.194353,9.215493,1.923985,283.257053,228.518069,12.995002,3.094543,9.49705,468.306564,5.816231,6.138119,222.442366,0.778167,1.03788,13.131988,0.973571,4.389831,252.906471,4.885655,77.570595,3408.77906,8.658299,5.176704,2038.9664,454.152211,218.742208,881.46834,6.698684,7.265119,0.998963,28.872471,56.577179,51.31737,2015,Female
50～59歳,1734.79888,65.574146,35.063885,54.507606,26.337473,14.940595,18.39694,9.076003,2.055642,297.486314,233.632613,14.431742,3.385742,10.571775,537.115593,7.202458,6.692866,236.412052,0.812054,1.132769,14.641644,1.079535,5.684919,294.865669,5.216867,101.646923,3635.62298,9.234482,5.428632,2298.39218,498.728709,242.810094,950.400628,7.442497,7.449279,1.076907,27.882451,56.894628,51.641058,2015,Female
60～69歳,1765.8398,68.088804,35.788423,53.962591,26.271282,14.383538,17.995394,9.089483,2.311958,301.064914,243.78439,16.776559,3.840525,12.262542,571.643554,8.792127,7.282561,289.917065,0.853454,1.202576,15.057985,1.199768,6.541037,341.576274,5.563671,132.748001,3878.82965,9.852227,5.662678,2576.65433,567.898587,265.26604,1000.35787,8.247098,7.608996,1.151466,27.134419,57.34368,50.865516,2015,Female
70歳以上,1638.79972,64.054871,33.76317,45.463738,22.855598,12.034853,14.814022,7.786528,2.134952,276.068595,238.116963,16.107982,3.636193,11.823524,545.645501,8.694743,6.515756,268.963363,0.800503,1.192239,13.576049,1.153755,6.392224,336.976486,5.269953,134.437621,3649.12734,9.268783,5.718261,2466.61652,546.343455,250.444089,949.076432,7.941452,7.134745,1.122681,24.513944,59.864552,50.980604,2015,Female
(再掲)20歳以上,1699.76868,64.271224,34.120243,52.110357,25.43594,14.142504,17.550635,8.76188,2.081598,289.942125,234.515131,14.73427,3.42204,10.775026,520.411403,7.521159,6.56644,249.238016,0.805115,1.125497,13.824757,1.084936,5.630973,299.004878,5.175925,107.40757,3610.23255,9.169991,5.491523,2291.47992,506.196063,238.381332,932.644775,7.458256,7.326563,1.074745,27.177147,57.61566,51.299409,2015,Female
(再掲)75歳以上,1607.28904,62.356028,32.885241,43.963244,22.133182,11.661805,14.191861,7.455562,2.031781,271.75434,235.126834,15.48453,3.473992,11.356604,521.344202,8.542039,6.216719,248.537093,0.781094,1.169749,13.020661,1.119541,6.048443,322.573081,5.11285,129.117263,3577.16592,9.086001,5.700983,2374.89647,529.634561,241.512456,921.891742,7.706881,6.951074,1.090289,24.086196,60.433024,50.969027,2015,Female
(再掲)妊婦,1713.2023,65.886265,35.764513,52.497278,25.041196,14.364673,18.140402,9.513687,1.925113,292.021,239.758552,14.213313,3.468265,10.483391,520.888913,6.317026,6.687261,204.986261,0.79034,0.993293,12.243939,1.107553,3.852057,265.213348,5.189141,94.797957,3723.19465,9.456914,5.980137,2198.73583,502.042043,217.802174,932.046783,6.460674,7.244526,0.984948,26.793572,57.881975,50.962256,2015,Female
(再掲)授乳婦,1918.8582,68.495707,35.180493,60.652136,28.57807,17.560497,20.775408,9.916138,2.251856,310.947492,266.340967,14.136989,3.456375,10.332367,488.873607,7.973974,6.936615,246.088934,0.82552,1.142753,13.87058,1.074858,5.719526,253.830836,5.458149,67.010951,3829.81826,9.727738,5.158177,2171.89272,491.105328,227.774508,961.398492,7.247092,8.279774,1.12269,28.432705,57.075575,49.764681,2015,Female
1-6歳,1258,44.08,24.9,39.85,21.32,12.49,13.28,6.18,1.17,202.83,177.26,8.6,2.1,6.16,393.65,3.74,4.23,127.73,0.57,0.8,7.58,0.71,3.17,153.41,3.9,52.47,2116.01,5.37,4.34,1464.47,409.39,147.05,673.89,4.37,5.37,0.69,27.87,58.15,54.47,2016,All
7-14歳,1976.35,70.89,41.46,63.93,35.45,20.36,21.45,9.67,1.83,306.21,271.41,13.01,3.18,9.46,562.2,6.55,6,180.47,0.91,1.26,12.2,1.05,5.21,227.4,6.03,66.77,3434.9,8.72,4.49,2159.66,646.27,221.26,1066.27,6.55,8.63,1.07,29.01,56.48,57.61,2016,All
15-19歳,2097.01,75.14,44.47,68.96,37.9,19.62,24.63,11.12,2.04,390.38,283.22,12.37,2.93,9,495.73,6.45,6.41,199.88,0.97,1.13,14.02,1.09,4.88,240,5.72,69.95,3677.29,9.34,4.6,1998.65,466.77,215.24,1015.05,7.12,9.28,1.13,29.58,55.89,57.35,2016,All
20-29歳,1856.23,67.01,38,60.89,30.85,16.74,21.83,10.24,2.05,317.8,248.1,12.15,3,8.73,473.38,6.03,6.06,193.82,0.86,1.07,13.77,1.04,5.12,235.55,5.13,65.86,3652.53,9.28,5.17,1908,411.96,206.66,899.86,6.81,8.04,1.04,29.47,55.87,54.64,2016,All
30-39歳,1881.24,67.49,36.78,60.24,30.31,16.41,21.18,10.27,2.07,315.31,249.73,12.75,3.08,9.19,475.15,6.07,6.24,213.41,0.86,1.06,14.1,1.03,5.3,245.43,5.21,65.81,3755.33,9.54,5.22,1991.45,440.51,220.34,924.61,6.95,7.95,1.07,28.59,56.84,52.79,2016,All
40-49歳,1878.19,67.08,36.86,59.37,29.72,16.12,20.97,10.21,2.09,306.53,247.37,12.73,3.01,9.27,491.12,6.5,6.23,212.26,0.85,1.06,14.57,1.04,5.16,251.86,5.14,70.6,3715.73,9.44,5.15,2023.96,436.83,223.76,925.75,6.97,7.97,1.06,28.29,57.26,52.9,2016,All
50-59歳,1918.42,70.18,37.85,59.27,29.33,15.99,20.59,10.19,2.22,319.82,253.93,14.28,3.32,10.44,545.12,7.23,6.67,230.37,0.89,1.16,15.69,1.14,6.03,286.37,5.49,86.44,3913.5,9.94,5.29,2250.73,484.95,247.34,988.6,7.65,8.12,1.14,27.68,57.52,52.2,2016,All
60-69歳,1942.69,73.11,39.04,57.76,28.66,15.18,19.77,9.94,2.49,326.51,260.98,16.28,3.72,11.88,547.57,8.96,7.1,264.47,0.9,1.24,16.34,1.24,7.18,322.21,5.79,110.71,4148.36,10.54,5.53,2513.11,541.26,270.88,1053.88,8.38,8.29,1.21,26.59,58.24,51.6,2016,All
70歳以上,1807.8,68.59,36.12,51.04,25.84,13.59,17.02,8.65,2.33,301.04,255.26,16.36,3.72,11.95,568.75,9.35,6.74,253.25,0.84,1.21,14.67,1.21,7.12,325,5.59,120.07,3943.26,10.02,5.66,2489.4,544.16,260.31,1004.27,8.11,7.69,1.17,25.07,59.69,50.68,2016,All
(再掲)20歳以上,1877.53,69.31,37.36,56.93,28.52,15.28,19.65,9.73,2.26,313.22,253.81,14.69,3.42,10.7,529.47,7.84,6.61,236.33,0.87,1.16,15.03,1.14,6.28,290.39,5.47,94.35,3901.66,9.91,5.4,2279.33,494.75,245.86,982.43,7.68,7.99,1.14,27.07,58.03,52.02,2016,All
