age,エネルギー,たんぱく質,うち動物性,脂質,うち動物性,飽和脂肪酸,一価不飽和脂肪酸,n-6系脂肪酸,n-3系脂肪酸,コレステロール,炭水化物,食物繊維,うち水溶性,うち不溶性,ビタミンＡ,ビタミンＤ,ビタミンＥ,ビタミンＫ,ビタミンＢ1,ビタミンＢ2,ナイアシン,ビタミンＢ6,ビタミンＢ12,葉酸,パントテン酸,ビタミンＣ,ナトリウム,食塩相当量,食塩相当量,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,脂肪エネルギー比率,炭水化物エネルギー比率,動物性たんぱく質比率,year,gender
(再掲)75歳以上,1761.96,66.85,35.24,49.07,24.89,13.08,16.28,8.34,2.26,296.85,251.49,15.87,3.61,11.57,565.38,9.29,6.53,243.91,0.81,1.19,14.08,1.18,7.01,317.69,5.46,116.1,3894.81,9.89,5.73,2429.87,534.64,254.21,982.07,7.95,7.52,1.15,24.72,60.06,50.72,2016,All
1～6歳,1209.24827,42.786846,24.4433,38.426993,20.624372,12.216689,12.6414,5.961714,1.198937,203.824582,169.673628,8.349994,2.053839,5.999195,355.243147,3.935341,3.95441,113.35235,0.550995,0.796263,7.18091,0.67408,2.881844,147.799514,3.939974,49.312452,1973.06246,5.011579,4.19003,1442.45936,413.106938,140.474435,659.481802,4.133688,5.172988,0.650284,28.083901,57.773615,55.57879,2013,Female
7～14歳,1818.18436,66.443462,38.292799,60.779823,33.034606,19.500538,20.125533,9.188718,1.791642,295.621505,245.192119,12.630735,3.102759,9.085993,533.874363,5.454889,5.699112,174.85958,0.851361,1.129335,11.456991,0.972849,4.753122,221.973895,5.598544,69.116705,3315.60874,8.421646,4.718451,2047.23209,606.884346,210.814322,1006.61367,6.307936,8.005697,0.988906,29.797684,55.45434,57.055205,2013,Female
15～19歳,1802.97298,66.285035,38.409162,62.673706,33.289759,17.883014,22.150016,9.977812,1.882153,349.335901,236.222218,11.862796,2.841777,8.642541,450.661469,6.030381,6.052854,191.869574,0.831016,1.045309,12.233222,0.995246,4.163505,228.689926,5.09608,69.895852,3419.30541,8.685036,4.87742,1850.39635,430.671685,197.22579,897.948778,6.768834,8.081799,0.99664,31.070185,54.004662,56.309155,2013,Female
20～29歳,1627.91992,59.503703,32.69508,52.708476,26.624322,14.587527,18.486954,8.772478,1.77923,276.120887,220.498036,11.54147,2.796856,8.290112,387.872148,5.014463,5.645313,171.090366,0.756393,0.911649,12.268606,0.894416,4.622889,216.783437,4.515508,67.430824,3391.48067,8.614361,5.46928,1770.41999,404.919919,191.967264,817.380116,6.153964,6.955162,0.932095,28.879506,56.344111,53.116454,2013,Female
30～39歳,1665.30334,61.458672,31.861301,52.325382,25.56921,14.644158,17.936166,9.000306,1.838264,285.987874,226.17975,12.560959,3.002718,9.092237,497.498774,5.562637,5.788873,208.963267,0.749766,0.98843,12.574966,0.922541,4.81813,233.329545,4.785082,68.658364,3518.12636,8.936041,6.074175,1892.9978,440.90756,210.749133,861.598221,6.697092,7.145838,0.986484,27.805423,57.270947,49.784256,2013,Female
40～49歳,1633.24364,59.390449,31.274418,51.382404,25.631356,14.283511,17.828998,8.398961,1.821196,269.849366,221.065206,12.191858,2.919085,8.852403,420.348345,5.849569,5.562845,198.599023,0.722039,0.992006,12.76479,0.911882,4.69802,234.419555,4.655355,69.982991,3417.58074,8.680655,5.395449,1873.76661,420.470077,204.246296,835.525034,6.323389,6.856784,0.956663,27.962986,57.417142,50.87837,2013,Female
50～59歳,1724.25532,65.344039,34.935898,52.845346,26.178234,14.319069,17.971375,8.940259,2.102761,298.575696,234.816177,14.159755,3.308393,10.264671,505.137915,7.018468,6.293579,222.043905,0.79471,1.087867,14.720417,1.071261,5.847958,284.038464,5.154918,98.579012,3754.01876,9.535208,5.60677,2245.5484,489.772711,239.037336,934.449057,7.355325,7.305869,1.058713,27.338793,57.473966,51.45029,2013,Female
60～69歳,1752.30826,68.10575,35.881101,51.128572,24.631021,13.522371,17.11901,8.777178,2.24183,297.633761,247.822165,16.407535,3.756017,12.022964,555.58413,8.613614,7.090542,257.319821,0.827596,1.166424,14.884424,1.167734,6.660409,327.345032,5.459341,129.204557,3948.71706,10.029741,5.81871,2506.05856,539.900127,258.926157,991.179034,8.015462,7.58003,1.149212,25.859478,58.530278,50.663189,2013,Female
70歳以上,1643.10559,63.389282,33.131376,44.29578,22.275352,11.756477,14.533443,7.655161,2.089068,267.924775,242.443773,15.499825,3.51934,11.379902,536.981693,8.495076,6.270664,229.822552,0.776262,1.133575,13.314958,1.108559,6.50737,316.151194,5.166652,124.781681,3758.73677,9.547191,5.88115,2371.70791,520.906929,243.155971,933.334119,7.650925,7.079288,1.110622,23.832817,60.743351,50.234081,2013,Female
(再掲)20歳以上,1678.96598,63.554384,33.528527,49.787063,24.628496,13.484919,16.841497,8.457038,2.028329,282.0865,235.502499,14.322454,3.327953,10.44547,501.700445,7.264509,6.237842,222.689023,0.777178,1.076935,13.607364,1.046233,5.811166,283.36386,5.052304,102.123032,3688.88442,9.369766,5.742851,2200.12782,486.108755,232.008022,913.211376,7.24834,7.18676,1.058526,26.312773,58.492694,50.785011,2013,Female
(再掲)75歳以上,1579.57253,59.772029,30.966601,40.540067,20.101356,10.716836,13.184696,7.121152,1.954237,256.33128,238.688297,14.687649,3.324897,10.791983,509.201692,7.995225,5.832812,205.808724,0.720891,1.066588,12.330459,1.041552,6.315343,300.49731,4.901806,118.667627,3638.65885,9.242193,5.919638,2242.20264,488.770354,230.005535,879.980803,7.284215,6.688888,1.068301,22.845144,61.989785,49.611765,2013,Female
1～6歳,1249.20497,43.098203,24.132061,40.541385,20.885636,12.477805,13.78228,6.400096,1.204945,201.081893,174.630603,8.392917,2.051886,6.016124,398.508145,3.685991,4.1947,120.777603,0.547999,0.763908,7.250306,0.677308,3.029964,155.284272,3.805108,54.882736,2091.65094,5.312793,4.267534,1411.54741,401.530475,141.648951,654.170988,4.25878,5.173192,0.671455,28.423439,57.782566,54.086541,2014,All
7～14歳,1963.92443,70.644237,40.613233,63.796237,34.729258,19.720493,21.354996,10.005812,1.891027,316.941597,269.243415,13.048509,3.187373,9.468663,523.379195,5.523917,6.013926,189.412919,0.89581,1.234715,11.977962,1.014004,5.064654,232.724058,5.932627,68.725215,3475.23729,8.827103,4.553847,2134.58042,624.612244,219.66234,1053.30844,6.566455,8.671227,1.060975,29.004163,56.525441,56.499835,2014,All
15～19歳,2063.96605,72.589614,40.971526,67.777351,35.462035,18.915582,23.837611,11.218651,2.133008,389.553056,281.281685,12.789755,3.003848,9.338063,493.959563,5.972857,6.56226,201.664394,0.890456,1.157276,12.843039,1.020628,5.023725,247.085727,5.653443,70.912276,3744.29429,9.510508,4.752256,2002.90471,490.468011,218.106811,996.461006,7.317107,9.078607,1.143097,29.368212,56.445995,55.119404,2014,All
20～29歳,1873.87116,66.886554,37.284831,62.691446,31.827647,17.310228,22.46852,10.262503,2.040398,325.922365,249.857119,12.130249,2.845867,8.833816,504.241625,5.750248,6.275955,187.430792,0.845262,1.0663,13.341417,0.980335,5.491111,242.213752,5.007022,68.996758,3711.80407,9.427982,5.176043,1886.89701,437.157428,208.062033,914.0378,6.986807,8.045832,1.052474,29.774502,55.706252,54.202135,2014,All
30～39歳,1873.07189,65.939274,35.699952,58.422137,29.247269,15.94111,20.705971,9.94681,2.02752,301.197614,252.195657,12.512255,2.965066,9.084884,439.611731,5.710671,6.04052,214.693182,0.822031,1.017718,13.741547,0.985241,5.104294,241.691124,5.016994,67.585141,3637.13902,9.238333,5.14392,1949.47876,433.733509,214.280821,903.047332,6.717763,7.794499,1.052336,27.631912,58.10707,51.889584,2014,All
40～49歳,1876.8546,66.029266,35.089418,57.072219,28.056499,15.155291,20.290347,9.959365,2.025514,303.950029,251.484296,13.073387,3.049435,9.578848,443.643385,5.653358,6.238294,217.812425,0.841726,1.033107,14.240476,1.009205,4.938756,257.830676,5.029641,75.451238,3769.78745,9.57526,5.224932,2026.70627,428.989842,222.949189,914.170071,6.98696,7.87774,1.063675,27.22164,58.555911,51.542037,2014,All
50～59歳,1929.40607,70.627918,38.088388,57.502795,28.443376,15.099364,20.181855,10.072492,2.197142,325.304488,257.912241,14.463264,3.265344,10.55843,544.628214,7.607721,6.773671,238.892515,0.867293,1.16296,15.573167,1.130992,6.241942,302.265638,5.400108,95.277507,3975.092,10.096734,5.341148,2295.1339,491.171279,251.037753,994.506599,7.870329,8.252455,1.164672,26.717854,58.522054,51.870563,2014,All
60～69歳,1955.01611,72.682537,38.176407,55.714846,27.582551,14.519947,19.070821,9.732284,2.457137,317.510355,268.663541,16.442981,3.753035,12.053262,547.242948,8.992894,7.058974,269.627926,0.880412,1.214128,15.828369,1.218873,7.247194,332.048693,5.688142,118.057919,4209.18824,10.691338,5.595807,2506.7057,534.674667,267.570306,1037.36482,8.318019,8.209611,1.2346,25.470987,59.521771,50.687158,2014,All
70歳以上,1776.41605,66.440971,34.313317,45.811442,22.941545,11.926063,15.05436,8.012869,2.24205,284.132843,259.221782,16.084203,3.647648,11.761253,566.020682,8.745293,6.511316,260.146874,0.798684,1.146038,14.185118,1.162175,6.776697,326.331318,5.406218,123.328102,3940.01772,10.007645,5.74424,2440.97865,523.723561,252.372158,966.780404,7.866772,7.588565,1.173665,22.975979,61.996796,49.528978,2014,All
(再掲)20歳以上,1874.50157,68.427809,36.276199,54.290469,27.012362,14.360465,18.757529,9.408264,2.212075,306.143618,258.518043,14.755905,3.384414,10.78671,520.59209,7.586689,6.563486,242.04115,0.840587,1.126328,14.669339,1.113282,6.235672,297.530654,5.338426,100.081812,3929.23843,9.980266,5.458054,2273.02601,490.084309,243.50542,967.964256,7.638829,7.933982,1.146596,25.806052,59.46067,51.075696,2014,All
(再掲)75歳以上,1719.88793,63.837828,32.963059,43.241013,22.016236,11.248375,14.082114,7.501642,2.196644,273.983449,255.049562,15.263892,3.445371,11.218014,565.31798,8.865365,6.175155,241.639336,0.75824,1.109278,13.43871,1.118546,6.959199,312.246467,5.203241,117.430017,3820.45908,9.703966,5.773754,2331.33979,500.387998,240.873503,930.504454,7.543696,7.312506,1.140355,22.39345,62.710239,49.310609,2014,All
1～6歳,1275.06593,44.547759,24.961493,40.261795,21.550144,12.693632,13.466294,6.5055,1.211314,208.890036,179.997615,8.609083,2.089307,6.222001,412.394599,3.791222,4.082337,124.471274,0.58288,0.826177,7.622672,0.682882,2.853663,151.064371,3.92911,53.225437,2170.80546,5.513846,4.406038,1450.29923,421.40368,146.165553,680.988061,4.312797,5.368781,0.684711,27.518888,58.541584,54.107369,2013,Male
7～14歳,2059.0229,74.846397,43.434729,66.763399,37.36063,21.238985,22.312792,10.073076,2.004178,329.40951,281.670083,13.428205,3.306641,9.689908,542.499927,6.154975,6.082104,186.892713,0.931605,1.294805,12.804383,1.08292,5.159757,231.998726,6.420479,67.509204,3582.95979,9.100718,4.489525,2258.61563,666.826357,230.249736,1119.89073,6.905247,9.189362,1.115436,29.098256,56.316065,56.756351,2013,Male
15～19歳,2509.63342,85.560523,48.701585,76.972703,41.582627,21.450039,27.631768,12.52322,2.370404,406.92996,355.162412,13.938314,3.256782,10.155213,563.149583,6.932729,7.039795,196.308943,1.084317,1.248008,15.795907,1.21253,5.54667,261.068503,6.433586,72.361394,4296.76322,10.913779,4.44648,2225.10237,501.806046,240.008754,1140.16305,7.842891,10.672495,1.348622,27.616615,58.632384,55.423676,2013,Male
20～29歳,2161.27188,75.503187,42.385616,67.106124,35.505848,18.576135,24.00693,10.841582,2.215144,341.166275,296.470789,12.538981,2.971751,9.095389,446.560172,6.64892,6.271447,189.36252,1.026024,1.144809,15.203038,1.077263,5.617803,238.44267,5.47024,66.19274,4176.96386,10.609488,5.055874,1995.35974,444.932491,220.521194,986.185399,7.245921,9.343276,1.146688,27.715636,58.18079,54.007701,2013,Male
30～39歳,2164.32173,76.830051,41.842063,65.236148,32.821947,17.007996,23.260232,11.582348,2.417546,348.419728,292.60867,13.474706,3.143055,9.774068,552.843046,6.632615,6.552743,213.890356,0.952475,1.122634,15.946979,1.147871,6.13762,264.079897,5.660138,70.232571,4217.254,10.711825,5.068553,2118.87084,454.337535,242.915723,1020.56419,7.804105,9.220408,1.207996,26.859096,58.830711,52.650206,2013,Male
40～49歳,2129.46633,75.146892,40.867854,62.65739,32.379871,16.804493,22.358308,10.801471,2.293646,323.991658,285.599346,13.457719,3.167411,9.779,482.989634,7.136425,6.187165,214.82568,0.941263,1.096197,16.521588,1.124791,5.910184,261.102474,5.549999,70.373684,4171.20137,10.594851,5.114221,2120.60917,442.59214,243.107118,1010.09684,7.473983,8.918505,1.191201,26.292306,59.36204,52.713192,2013,Male
50～59歳,2141.15171,76.716,42.264714,60.10085,30.499373,15.414267,21.152901,10.64636,2.60686,350.076171,282.5176,14.109115,3.250549,10.31757,534.733046,8.706555,6.952134,226.915268,0.916298,1.161203,17.659468,1.234143,7.635869,297.723593,5.753373,86.093954,4350.10197,11.049259,5.247546,2322.75279,473.176473,263.037273,1060.56147,8.088338,8.801477,1.240971,25.191734,60.359703,53.345372,2013,Male
60～69歳,2180.0813,80.051691,43.2919,59.464516,30.334073,15.403145,20.175795,10.404023,2.798268,362.835726,290.641726,16.602517,3.730184,12.184249,544.002635,9.887285,7.30227,269.166224,0.923584,1.271305,17.871079,1.342429,7.952989,336.305423,6.120037,114.944428,4663.30602,11.844797,5.520757,2605.52826,550.29523,286.480154,1127.52015,8.766442,8.98455,1.310803,24.420496,60.777359,52.610626,2013,Male
70歳以上,2054.56213,76.423566,40.002661,52.502688,26.902262,13.87429,17.41203,9.027278,2.504155,314.189224,293.915077,17.315677,3.951553,12.72236,619.816984,9.921625,7.277035,264.863256,0.923333,1.304445,16.497043,1.334896,8.420873,354.169525,6.030846,131.604955,4444.9165,11.290088,5.579766,2703.06065,590.350162,288.045166,1109.87909,8.863203,8.712304,1.324652,22.750284,62.306414,50.497534,2013,Male
(再掲)20歳以上,2128.99812,77.011945,41.620321,59.574738,30.52174,15.691861,20.638657,10.314686,2.513365,338.137356,290.29624,15.184014,3.490322,11.103014,545.960567,8.60454,6.88685,239.276897,0.937974,1.207125,16.784249,1.242834,7.28477,306.049049,5.838025,98.349133,4383.02422,11.132882,5.335521,2399.84256,511.631548,265.393232,1068.7445,8.236436,8.934963,1.258182,24.971499,60.435407,52.300308,2013,Male
(再掲)75歳以上,1990.01865,73.86613,38.20625,49.459344,25.246249,13.020496,16.322483,8.598622,2.43753,294.258574,290.190258,16.886843,3.830609,12.44937,586.920374,9.772036,7.050504,254.319665,0.897591,1.27787,15.764694,1.292325,8.339695,343.942862,5.890084,127.529988,4291.34255,10.90001,5.57144,2625.79065,574.995583,279.330452,1075.26777,8.581857,8.362864,1.292752,22.119454,62.963905,50.046392,2013,Male
1～6歳,1282.92228,44.607993,25.184262,40.391012,20.966008,12.841613,13.399653,6.348847,1.232527,206.010926,181.399521,8.719429,2.142864,6.304293,415.455397,4.403737,4.265067,132.340232,0.5711,0.833137,7.341499,0.708228,3.054402,154.362014,3.996213,52.80836,2123.67988,5.394147,4.237923,1499.23788,435.532414,148.300841,692.34619,4.247893,5.377202,0.686595,27.790897,58.308362,54.853957,2015,All
7～14歳,1962.9389,69.89982,39.950897,64.684868,35.255562,20.715026,21.539722,9.846291,1.875241,321.823601,267.960117,13.298391,3.227393,9.675418,563.017305,5.740335,6.145623,189.573392,0.896595,1.265943,11.760498,1.024181,5.015946,236.158925,6.006137,67.918261,3421.7445,8.691231,4.484162,2183.63491,656.653739,222.734883,1066.64968,6.6047,8.603642,1.068917,29.532037,56.154822,56.245876,2015,All
15～19歳,2243.16944,79.886713,46.531395,75.623318,39.720382,21.233874,26.940768,12.482716,2.493771,415.852551,299.923264,13.759374,3.237504,10.077903,509.188835,6.456207,7.457667,230.757623,1.035377,1.240364,15.146336,1.161958,5.078312,264.378898,6.188773,78.559901,3955.03442,10.045787,4.592139,2202.08977,505.351584,235.508078,1090.55915,7.754508,9.870537,1.233279,30.350969,55.258852,56.815228,2015,All
20～29歳,1953.23304,70.423785,39.230175,64.053688,32.608374,17.625017,22.543964,10.545038,2.132232,341.807345,261.380273,12.418379,2.997467,9.017829,481.197749,6.509337,6.403517,207.386615,0.906939,1.121207,14.037518,1.054648,5.037426,248.615672,5.317493,72.322723,3837.26844,9.746662,5.158825,2003.58451,449.356609,218.168326,953.554264,7.069836,8.47758,1.097521,28.989274,56.524564,53.379351,2015,All
30～39歳,1901.16441,67.459436,36.522988,59.204997,29.514106,16.140473,20.608867,9.935005,2.070044,308.329425,257.165139,12.892734,3.064882,9.385332,495.826776,6.20864,6.24239,217.141092,0.828956,1.052008,14.320616,1.038683,5.080798,252.815963,5.161501,69.443832,3794.15603,9.637156,5.176219,2061.69961,436.675055,223.644109,929.848676,7.014008,8.043898,1.080937,27.925208,57.687074,51.89381,2015,All
40～49歳,1908.38962,67.44388,35.758299,59.430728,28.913015,15.990685,20.844609,10.037715,2.141021,300.528321,255.757116,13.395178,3.178969,9.791073,479.451918,6.200199,6.353271,231.077236,0.852191,1.071166,14.799296,1.057017,4.900813,262.886121,5.227801,76.484518,3755.06123,9.537856,5.101028,2116.43428,456.188258,232.198585,941.436827,7.0676,8.030392,1.083065,27.922209,57.806751,51.281833,2015,All
50～59歳,1941.97036,71.075706,37.979748,58.431577,28.50412,15.582178,20.077089,10.012749,2.281172,323.661163,257.932935,14.614152,3.414488,10.66931,534.749153,7.507873,6.830324,243.850609,0.858242,1.175917,16.035845,1.150417,6.101415,299.778764,5.510159,95.236875,4014.12948,10.195889,5.374055,2332.38469,496.297122,255.911546,1009.35041,7.832782,8.144974,1.159205,27.010321,58.139358,51.918153,2015,All
60～69歳,1958.76556,73.31717,38.928713,57.350829,28.479593,15.144361,19.41565,9.738667,2.482321,329.547066,264.567476,16.80028,3.850143,12.280792,596.524291,9.306164,7.467294,287.951597,0.910828,1.2524,16.401233,1.266346,7.163291,344.790765,5.843095,126.703218,4151.33869,10.5444,5.493229,2605.11336,559.66882,276.210363,1056.5012,8.548706,8.260265,1.225124,26.137416,58.736982,51.323011,2015,All
70歳以上,1795.90643,68.53777,36.108718,48.392087,24.572385,12.718928,15.908781,8.295391,2.306387,294.4086,256.935192,16.524944,3.718468,12.146657,569.231894,9.288212,6.757105,275.101506,0.83801,1.230642,14.754786,1.224229,7.099262,343.190348,5.55744,133.42996,3918.66751,9.953415,5.632444,2542.61165,556.851437,263.530789,1005.19704,8.270742,7.707822,1.191364,23.863679,60.84531,50.812786,2015,All
(再掲)20歳以上,1897.76521,69.831631,37.253289,56.230798,27.959987,15.018666,19.209464,9.535133,2.273465,313.005409,258.955424,15.034496,3.480073,10.996468,539.753761,7.932366,6.772695,253.907162,0.863939,1.171382,15.223067,1.159861,6.200919,305.751147,5.494606,104.446149,3937.32222,10.000798,5.383737,2356.09257,509.197948,251.877088,993.975034,7.826954,8.049957,1.155885,26.395873,58.754482,51.496321,2015,All
(再掲)75歳以上,1738.64883,65.787611,34.464261,46.01936,23.595808,12.180115,15.0015,7.794428,2.184997,281.533,252.477587,15.933283,3.566554,11.705808,566.968739,9.082651,6.401746,258.028644,0.801214,1.200352,13.847592,1.170412,6.776396,329.4885,5.352988,128.105513,3796.90552,9.64414,5.627105,2439.99215,539.695461,252.860422,967.092628,7.981201,7.444309,1.153385,23.38628,61.465194,50.573108,2015,All
1-6歳,1237.22,43.13,24.02,38.9,20.53,12.2,12.87,6.13,1.12,199.78,175.24,8.6,2.13,6.11,390.55,3.57,4.06,130.25,0.56,0.79,7.36,0.69,2.86,151.41,3.84,52.27,2133.6,5.42,4.46,1441.06,398.12,146.36,656.5,4.34,5.28,0.69,27.61,58.48,53.67,2016,Female
7-14歳,1836.98,65.78,38.23,60.53,33.01,19.24,20.12,9.18,1.73,290.14,250.6,12.55,3.07,9.11,518.92,5.89,5.88,162.49,0.87,1.18,11.24,0.98,4.77,218.24,5.59,67.92,3248.93,8.25,4.55,2050.23,610.19,209.23,995.91,6.14,7.94,0.99,29.41,56.12,57.17,2016,Female
15-19歳,1773.31,64.77,38.28,61.38,32.92,17.33,21.51,9.89,1.84,350.63,232.54,11.3,2.72,8.19,449.7,5.66,5.94,190.34,0.83,1.02,12.3,0.95,4.23,228.2,4.97,68.63,3283.45,8.34,4.81,1781.86,425.93,188.93,887.75,6.45,7.82,0.97,30.81,54.4,57.41,2016,Female
20-29歳,1630.76,60.46,33.87,54.96,27.21,15.3,19.35,9.16,1.86,292.12,215.24,11.87,2.97,8.49,459.4,5.87,5.74,189.18,0.77,1.01,12.2,0.95,4.77,228.52,4.73,64.51,3351.79,8.51,5.37,1829.31,396.27,193.61,826.79,6.45,7.14,0.95,30.1,54.87,54.14,2016,Female
30-39歳,1693.81,62.1,33.11,56.04,27.88,15.65,19.38,9.37,1.89,293.57,224.62,12.59,3.06,9.11,484.21,5.8,5.9,210.64,0.78,1.02,12.7,0.95,4.93,240.49,4.92,66.26,3440.53,8.74,5.26,1924.59,439.28,208.51,868.01,6.66,7.31,0.99,29.41,55.82,51.75,2016,Female
40-49歳,1677.13,60.72,32.88,55.08,26.83,15.41,19.16,9.37,1.87,285.39,221.37,12.41,2.94,9.06,464.77,5.95,5.99,205.13,0.78,1.02,12.93,0.95,4.48,243.89,4.78,70.96,3366,8.55,5.2,1936.58,438.69,210.02,861.29,6.52,7.13,0.97,29.22,56.18,52.18,2016,Female
50-59歳,1726.77,65.19,34.91,55.94,27.14,15.46,19.14,9.45,2.08,294.67,230.17,14.2,3.33,10.38,520.43,7.2,6.64,222.46,0.84,1.13,14.67,1.07,5.74,282.5,5.18,90.4,3613.57,9.18,5.42,2217.12,490.83,237.94,938.87,7.35,7.42,1.07,28.79,56.01,51.92,2016,Female
60-69歳,1750.57,67.82,35.99,54.3,26.38,14.44,18.35,9.21,2.33,302.73,238.53,16.09,3.69,11.75,537.73,8.63,6.91,259.16,0.85,1.2,15.08,1.18,6.63,317.02,5.53,115.33,3842.41,9.76,5.66,2475.5,543.35,259.38,996.31,8.07,7.61,1.13,27.56,56.89,51.41,2016,Female
70歳以上,1662.84,64.11,33.73,48.26,24.11,12.95,16,8.15,2.18,285.66,238.04,15.93,3.63,11.63,569.15,8.91,6.55,242.61,0.79,1.17,13.6,1.14,6.65,318.05,5.32,121.17,3713.04,9.43,5.79,2401.91,530.73,247.09,951.23,7.77,7.15,1.1,25.64,58.91,50.43,2016,Female
(再掲)20歳以上,1694.43,63.99,34.18,53.2,26.15,14.53,18.12,8.98,2.09,291.95,230.99,14.44,3.37,10.52,520.05,7.52,6.41,229.3,0.81,1.12,13.75,1.07,5.81,284.71,5.16,96.54,3610.02,9.17,5.52,2215.61,491.76,233.79,925.22,7.34,7.3,1.06,27.87,56.95,51.57,2016,Female
(再掲)75歳以上,1626.85,62.51,32.9,46.42,23.14,12.47,15.33,7.88,2.11,282.4,234.87,15.39,3.51,11.21,564.55,8.85,6.34,234.33,0.76,1.15,13.12,1.11,6.62,309.91,5.19,116.38,3670.1,9.32,5.83,2338.02,519.8,241.06,929.02,7.62,7.01,1.08,25.22,59.39,50.48,2016,Female
(再掲)妊婦,1703.69,58.11,28.08,56.14,25.57,15.79,19.54,9.09,1.72,258.62,235.84,14.01,3.62,9.89,506.36,3.97,6.41,233.04,0.8,1.01,11.07,0.98,3.91,231.99,5.07,67.26,3479.24,8.84,5.22,1931.51,465.95,214.48,862.26,6.55,7.27,1.03,29.48,56.52,48.16,2016,Female
(再掲)授乳婦,1878.33,67.66,33.42,61.29,28.59,17.14,20.26,10.75,2.07,292.84,257.23,15.07,3.63,11.1,486.49,8.16,6.63,264.24,0.85,1.15,13.22,1.06,4.78,262.21,5.5,66.43,3812.65,9.68,5.21,2155.72,520.31,241.17,977.51,7.49,7.98,1.16,29.05,56.36,48.27,2016,Female
1～6歳,1308.33677,44.971261,25.74517,42.808677,22.242463,13.255578,14.790215,6.64295,1.250821,212.327044,182.047956,8.622777,2.112499,6.13743,423.723497,4.250591,4.411819,119.501376,0.572555,0.799988,7.642995,0.724386,3.115956,159.254094,3.957938,54.194569,2215.27961,5.62681,4.337904,1487.7231,414.545845,146.80574,681.222309,4.329525,5.332587,0.689238,28.603466,57.690395,55.177361,2014,Male
7～14歳,2107.25133,74.713973,42.72139,67.957115,36.49911,20.608425,22.925844,10.913415,2.016279,332.346441,290.352377,13.29388,3.263278,9.647319,532.579166,5.546367,6.254739,201.925219,0.932194,1.279309,12.642208,1.053038,5.263738,237.100619,6.216865,65.462772,3648.27084,9.266608,4.457875,2188.06037,639.541669,227.283375,1096.90947,6.807439,9.284846,1.1199,28.776727,56.975663,55.940969,2014,Male
15～19歳,2366.57543,83.039645,47.316345,77.062642,41.831155,21.398156,27.155905,12.610147,2.33556,437.035329,322.552007,13.503279,3.157972,9.890668,535.224671,6.421473,6.955353,216.537821,1.02625,1.259688,14.37941,1.113581,5.359171,257.247954,6.264019,67.525092,4160.43443,10.567503,4.594618,2136.3476,536.001127,236.66989,1115.99036,8.035014,10.636449,1.274127,29.281169,56.515894,55.780306,2014,Male
20～29歳,2136.96782,74.468232,41.709326,69.787784,35.137778,19.13824,25.085398,11.665248,2.236781,348.801023,287.88587,12.339921,2.838455,8.929284,530.955635,5.712403,6.544658,177.474922,0.942869,1.14356,14.794791,1.046118,5.941053,242.776858,5.425366,62.36916,4042.27705,10.267384,4.927014,1974.56027,471.776612,223.132279,995.427868,7.528941,9.074894,1.158239,28.793202,57.059826,54.45175,2014,Male
30～39歳,2122.02972,73.811007,40.987821,63.864566,33.176056,17.207864,22.929947,11.026033,2.244877,340.969285,286.590822,12.72323,3.009314,9.194514,469.229343,6.292684,6.261999,222.630593,0.932254,1.119044,15.412218,1.083399,5.885438,252.973859,5.484264,66.363726,3952.90405,10.040376,4.901082,2079.10993,463.785136,231.230662,996.799362,7.190358,8.748084,1.157991,26.540005,59.456287,52.86655,2014,Male
40～49歳,2156.2554,74.017873,39.745196,62.369923,31.431071,16.202118,22.391042,11.128075,2.276225,332.671501,289.165905,13.721755,3.153717,10.080977,455.220351,6.007478,6.610401,230.812742,0.93217,1.102032,16.321224,1.130559,5.403891,274.879722,5.535476,77.732872,4163.03611,10.574112,5.007064,2175.4057,435.906275,243.550234,1002.54766,7.545751,8.885962,1.185049,25.774278,60.367724,52.245476,2014,Male
50～59歳,2183.42089,78.930765,43.581441,61.773024,31.492421,15.869984,21.860393,11.0082,2.467601,357.357966,288.121348,14.467424,3.259255,10.521774,535.136057,8.755208,6.97858,244.949462,0.954165,1.229691,17.764068,1.24039,7.34793,309.539945,5.837221,88.427447,4352.18736,11.054556,5.188092,2372.04918,498.687758,268.031996,1085.48182,8.358724,9.278889,1.275516,25.272796,60.185177,53.176054,2014,Male
60～69歳,2212.50612,80.050122,42.620436,61.261953,30.804655,15.846427,21.280885,10.750834,2.713104,357.503076,297.153717,16.61293,3.78837,12.151013,608.079715,9.514458,7.390354,282.694671,0.950424,1.298006,17.595137,1.318503,8.22726,343.733263,6.138961,111.448428,4575.24701,11.621127,5.328507,2585.86442,544.106823,285.817758,1124.21465,8.868872,9.190259,1.354552,24.668622,60.775663,51.453328,2014,Male
70歳以上,1987.51366,73.049772,37.954874,49.443472,24.924259,12.855307,16.29075,8.595612,2.447389,308.648153,285.533976,16.773638,3.830139,12.265262,581.547142,9.525515,6.94339,271.306868,0.875895,1.213963,15.801648,1.267132,7.675987,339.45446,5.806294,124.61203,4285.78388,10.885891,5.564149,2585.11116,549.919758,272.904217,1053.69275,8.382684,8.373088,1.282094,22.193232,63.032736,49.804743,2014,Male
